9.2844,9.2844,9.2844,9.3799,9.3799,9.3799,9.3799,9.3799,9.3799,9.3799,9.3799,9.4815,9.4815,9.4815,9.4815,9.4815,9.4815,9.4815,9.4815,9.4815,9.4815,9.3504,9.3504,9.2254,9.2254,9.3272,9.3272,9.3272,9.3272,9.3272,9.3272,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.3262,9.2987,9.3262,9.3262,9.3262,9.3262,9.2987,9.2987,9.3262,9.2987,9.2987,9.2987,9.2987,9.2987,9.2987,9.2987,9.2987,9.3592,9.2987,9.2987,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3592,9.3806,9.3806,9.3888,9.3888,9.3888,9.3888,9.3888,9.3806,9.3806,9.3806,9.3806,9.3592,9.3806,9.3806,9.3806,9.3806
9.2411,9.2411,9.2411,9.3321,9.3321,9.3321,9.3321,9.3321,9.3321,9.3321,9.3321,9.3781,9.3781,9.3781,9.3781,9.3781,9.3781,9.3781,9.3781,9.3781,9.3781,9.399,9.399,9.1924,9.1924,9.2841,9.2841,9.2841,9.2841,9.2841,9.2841,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.1964,9.2664,9.1964,9.1964,9.1964,9.1964,9.2664,9.2664,9.1964,9.2664,9.2664,9.2664,9.2664,9.2664,9.2664,9.2664,9.2664,9.333,9.2664,9.2664,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.3296,9.3296,9.3516,9.3516,9.3516,9.3516,9.3516,9.3296,9.3296,9.3296,9.3296,9.333,9.3296,9.3296,9.3296,9.3296
9.3224,9.3224,9.3224,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.4901,9.4901,9.4901,9.4901,9.4901,9.4901,9.4901,9.4901,9.4901,9.4901,9.4595,9.4595,9.3197,9.3197,9.3626,9.3626,9.3626,9.3626,9.3626,9.3626,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.3655,9.394,9.3655,9.3655,9.3655,9.3655,9.394,9.394,9.3655,9.394,9.394,9.394,9.394,9.394,9.394,9.394,9.394,9.4157,9.394,9.394,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4157,9.4389,9.4389,9.4774,9.4774,9.4774,9.4774,9.4774,9.4389,9.4389,9.4389,9.4389,9.4157,9.4389,9.4389,9.4389,9.4389
9.2495,9.2495,9.2495,9.7829,9.7829,9.7829,9.7829,9.7829,9.7829,9.7829,9.7829,9.8857,9.8857,9.8857,9.8857,9.8857,9.8857,9.8857,9.8857,9.8857,9.8857,9.9059,9.9059,9.8195,9.8195,9.794,9.794,9.794,9.794,9.794,9.794,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.5186,9.9052,9.5186,9.5186,9.5186,9.5186,9.9052,9.9052,9.5186,9.9052,9.9052,9.9052,9.9052,9.9052,9.9052,9.9052,9.9052,9.9749,9.9052,9.9052,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.9749,9.99,9.99,10.206,10.206,10.206,10.206,10.206,9.99,9.99,9.99,9.99,9.9749,9.99,9.99,9.99,9.99
9.5245,9.5245,9.5245,9.9101,9.9101,9.9101,9.9101,9.9101,9.9101,9.9101,9.9101,10.13,10.13,10.13,10.13,10.13,10.13,10.13,10.13,10.13,10.13,9.8485,9.8485,9.9163,9.9163,9.8446,9.8446,9.8446,9.8446,9.8446,9.8446,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.6795,9.9778,9.6795,9.6795,9.6795,9.6795,9.9778,9.9778,9.6795,9.9778,9.9778,9.9778,9.9778,9.9778,9.9778,9.9778,9.9778,10.054,9.9778,9.9778,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.051,10.051,10.263,10.263,10.263,10.263,10.263,10.051,10.051,10.051,10.051,10.054,10.051,10.051,10.051,10.051
9.5681,9.5681,9.5681,10.181,10.181,10.181,10.181,10.181,10.181,10.181,10.181,10.252,10.252,10.252,10.252,10.252,10.252,10.252,10.252,10.252,10.252,9.9494,9.9494,9.9516,9.9516,9.8838,9.8838,9.8838,9.8838,9.8838,9.8838,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,9.7145,10.066,9.7145,9.7145,9.7145,9.7145,10.066,10.066,9.7145,10.066,10.066,10.066,10.066,10.066,10.066,10.066,10.066,10.093,10.066,10.066,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.093,10.153,10.153,10.309,10.309,10.309,10.309,10.309,10.153,10.153,10.153,10.153,10.093,10.153,10.153,10.153,10.153
9.6562,9.6562,9.6562,10.145,10.145,10.145,10.145,10.145,10.145,10.145,10.145,10.233,10.233,10.233,10.233,10.233,10.233,10.233,10.233,10.233,10.233,9.936,9.936,9.9615,9.9615,9.7658,9.7658,9.7658,9.7658,9.7658,9.7658,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,9.4628,10.048,9.4628,9.4628,9.4628,9.4628,10.048,10.048,9.4628,10.048,10.048,10.048,10.048,10.048,10.048,10.048,10.048,10.236,10.048,10.048,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.236,10.158,10.158,10.422,10.422,10.422,10.422,10.422,10.158,10.158,10.158,10.158,10.236,10.158,10.158,10.158,10.158
9.5752,9.5752,9.5752,10.307,10.307,10.307,10.307,10.307,10.307,10.307,10.307,10.007,10.007,10.007,10.007,10.007,10.007,10.007,10.007,10.007,10.007,10.014,10.014,9.9321,9.9321,9.8566,9.8566,9.8566,9.8566,9.8566,9.8566,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,9.7635,10.12,9.7635,9.7635,9.7635,9.7635,10.12,10.12,9.7635,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.28,10.12,10.12,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.258,10.258,10.56,10.56,10.56,10.56,10.56,10.258,10.258,10.258,10.258,10.28,10.258,10.258,10.258,10.258
9.6262,9.6262,9.6262,10.272,10.272,10.272,10.272,10.272,10.272,10.272,10.272,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.072,10.072,9.8669,9.8669,9.9618,9.9618,9.9618,9.9618,9.9618,9.9618,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,9.7763,10.035,9.7763,9.7763,9.7763,9.7763,10.035,10.035,9.7763,10.035,10.035,10.035,10.035,10.035,10.035,10.035,10.035,10.277,10.035,10.035,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.277,10.223,10.223,10.491,10.491,10.491,10.491,10.491,10.223,10.223,10.223,10.223,10.277,10.223,10.223,10.223,10.223
9.271,9.271,9.271,9.6746,9.6746,9.6746,9.6746,9.6746,9.6746,9.6746,9.6746,9.6136,9.6136,9.6136,9.6136,9.6136,9.6136,9.6136,9.6136,9.6136,9.6136,9.5857,9.5857,9.4087,9.4087,9.4642,9.4642,9.4642,9.4642,9.4642,9.4642,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.3575,9.5394,9.3575,9.3575,9.3575,9.3575,9.5394,9.5394,9.3575,9.5394,9.5394,9.5394,9.5394,9.5394,9.5394,9.5394,9.5394,9.5423,9.5394,9.5394,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5423,9.5779,9.5779,9.6918,9.6918,9.6918,9.6918,9.6918,9.5779,9.5779,9.5779,9.5779,9.5423,9.5779,9.5779,9.5779,9.5779
