%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=206532, 2015/09/3 9:18:11.33)
1 31 1.698191e+00 9.675260e-01 2.099228e-01 2.099228e-01 2.329123e-01 3.019519e-01 3.418939e-01 3.634638e-01 4.201818e-01 6.482896e-01 7.254467e-01 9.675260e-01 
2 61 1.796251e+00 9.378046e-01 2.053373e-01 2.053373e-01 2.362719e-01 2.876218e-01 3.327353e-01 3.501129e-01 4.413806e-01 6.545875e-01 6.991336e-01 9.378046e-01 
3 91 1.843305e+00 9.369442e-01 2.006186e-01 2.006186e-01 2.296449e-01 2.867857e-01 3.175064e-01 3.380796e-01 4.245662e-01 6.278527e-01 6.990273e-01 9.369442e-01 
4 121 1.674620e+00 9.831452e-01 1.938993e-01 1.938993e-01 2.198566e-01 2.741955e-01 3.071295e-01 3.273218e-01 4.329013e-01 6.068427e-01 6.898622e-01 9.831452e-01 
5 151 1.686600e+00 1.011934e+00 1.854725e-01 1.854725e-01 2.104245e-01 2.686720e-01 2.937205e-01 3.206642e-01 4.268436e-01 5.869631e-01 7.033971e-01 1.011934e+00 
6 181 1.683145e+00 1.027287e+00 1.843304e-01 1.843304e-01 2.092119e-01 2.709659e-01 2.871308e-01 3.130590e-01 4.197286e-01 5.716317e-01 6.776072e-01 1.027287e+00 
7 211 1.666722e+00 1.039473e+00 1.788822e-01 1.788822e-01 2.047040e-01 2.736395e-01 2.820849e-01 3.046021e-01 4.095811e-01 5.560476e-01 6.665903e-01 1.039473e+00 
8 241 1.910303e+00 1.025464e+00 1.795421e-01 1.795421e-01 2.180005e-01 2.670334e-01 2.739319e-01 3.049732e-01 3.972695e-01 5.523883e-01 6.408530e-01 1.025464e+00 
9 271 1.862570e+00 9.954189e-01 1.736246e-01 1.736246e-01 2.129901e-01 2.573910e-01 2.622678e-01 3.085664e-01 4.015525e-01 5.348358e-01 6.189633e-01 9.954189e-01 
10 301 1.628556e+00 9.817054e-01 1.678673e-01 1.678673e-01 2.142928e-01 2.448139e-01 2.581313e-01 2.983131e-01 4.009447e-01 5.270712e-01 6.106885e-01 9.817054e-01 
11 331 1.622250e+00 9.602601e-01 1.628665e-01 1.628665e-01 2.045401e-01 2.415338e-01 2.609577e-01 2.944478e-01 3.880504e-01 5.140564e-01 5.988057e-01 9.602601e-01 
12 361 1.468960e+00 9.136809e-01 1.630858e-01 1.630858e-01 2.001446e-01 2.360406e-01 2.501842e-01 2.977567e-01 3.878997e-01 4.898007e-01 5.857426e-01 9.136809e-01 
13 391 1.355762e+00 9.004961e-01 1.649107e-01 1.649107e-01 1.929570e-01 2.293106e-01 2.461284e-01 2.919455e-01 3.944844e-01 4.845875e-01 5.925888e-01 9.004961e-01 
