%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=205337, 2015/09/2 11:6:10.38)
1 31 3.773401e+00 1.163911e+01  3.301088562350681599e+01  3.301088562350681599e+01  8.544058440938444221e+01  2.977454836863038872e+04
2 61 3.682394e+00 1.200685e+01  3.301088562350681599e+01  3.969828582596890243e+01  8.540373155205317346e+01  1.725437192121729822e+03
3 91 3.776106e+00 1.320871e+01  3.290411343342098149e+01  3.290411343342098149e+01  8.543749216011019598e+01  3.450017331492072117e+04
4 121 3.846938e+00 1.303971e+01  3.290411343342098149e+01  3.309214215643196866e+01  7.748451766868292623e+01  3.980877269358642025e+03
5 151 4.591136e+00 1.299022e+01  3.290411343342098149e+01  3.300453950405357517e+01  6.001646941292173665e+01  7.119805305341196799e+02
6 181 4.464806e+00 1.341364e+01  3.290411343342098149e+01  3.305487139620340287e+01  8.544914362616350445e+01  6.498455501566442763e+03
7 211 4.815184e+00 1.384291e+01  3.254397577412985498e+01  3.254397577412985498e+01  6.653433253390321056e+01  1.262401674154968759e+03
8 241 4.377076e+00 1.330510e+01  3.210699304202086779e+01  3.210699304202086779e+01  5.361367701816664066e+01  1.153291888704386565e+03
9 271 3.452057e+00 1.349250e+01  3.210699304202086779e+01  3.262776074318728092e+01  7.545147470816742441e+01  9.308916661456405564e+03
10 301 3.367068e+00 1.394034e+01  3.210699304202086779e+01  3.211086365101594708e+01  5.143083578568749203e+01  1.597830522063009084e+03
11 331 3.122954e+00 1.373998e+01  3.203468843484335338e+01  3.203468843484335338e+01  4.939346424618430831e+01  2.937500485212255626e+03
12 361 2.694181e+00 1.389279e+01  3.203468843484335338e+01  3.237244844722322057e+01  5.796617300096683323e+01  2.551464437661434772e+02
13 391 2.432110e+00 1.316543e+01  3.203468843484335338e+01  3.232046773797997474e+01  4.868670920538407643e+01  2.490502011447969835e+03
14 421 2.599692e+00 1.417250e+01  3.203468843484335338e+01  3.227345914280199679e+01  4.223849509003153457e+01  2.179715782071753551e+02
15 451 2.455414e+00 1.429138e+01  3.203468843484335338e+01  3.214712284011823584e+01  3.827420635371242952e+01  1.932101459415153499e+02
16 481 2.621045e+00 1.447710e+01  3.203468843484335338e+01  3.231029866108717385e+01  3.769805928356822733e+01  8.271442749677133577e+01
17 511 2.559967e+00 1.536314e+01  3.203468843484335338e+01  3.216062174872033097e+01  4.032981574971694272e+01  1.620324157207164717e+02
