%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=210038, 2015/08/6 13:14:44.39)
28 281  1.119586635519700124e+01 0 0 1.060473e+01 2.714688e+00 1.609728e+00 -4.244667e+00 -1.475388e+00 1.576775e+01 -1.665361e+01 -5.804930e+00 -4.953109e+00 
29 291  1.115629383099141059e+01 0 0 1.089138e+01 2.841443e+00 1.832690e+00 -5.463351e+00 -2.066406e+00 1.406795e+01 -1.602396e+01 -1.599993e+01 -3.857728e+00 
30 301  1.116569336168734772e+01 0 0 1.014783e+01 2.889214e+00 1.704114e+00 -4.298929e+00 -2.319650e+00 1.395732e+01 -1.851943e+01 -1.596742e+01 -3.801375e+00 
31 311  1.114396951269240077e+01 0 0 9.952409e+00 3.327020e+00 1.534312e+00 -2.945776e+00 -1.379483e+00 1.636397e+01 -2.502612e+01 -8.034734e+00 -1.872956e+00 
32 321  1.115403548248364629e+01 0 0 1.192940e+01 2.887901e+00 1.667829e+00 -3.491070e+00 -3.026686e-01 1.841923e+01 -2.268363e+01 -8.351246e+00 -3.991465e-01 
33 331  1.121253330492157829e+01 0 0 8.979295e+00 3.016418e+00 1.614232e+00 -2.596892e+00 -5.674726e+00 1.401620e+01 -1.788172e+01 -7.617911e+00 -1.787101e+00 
34 341  1.115550895191764447e+01 0 0 1.178420e+01 3.229585e+00 1.806304e+00 -3.575698e+00 -4.578396e+00 1.670502e+01 -1.955348e+01 -8.836024e+00 -1.454348e+00 
35 351  1.114363229581785575e+01 0 0 1.316398e+01 2.689600e+00 2.055899e+00 -4.257560e+00 -3.677887e+00 1.532182e+01 -2.061490e+01 -1.031737e+01 -1.162703e+00 
36 361  1.113836865863379444e+01 0 0 1.092657e+01 2.993169e+00 1.843849e+00 -2.696315e+00 -3.936700e+00 1.526016e+01 -1.711359e+01 -4.761743e+00 -1.463974e+00 
37 371  1.114514311879812780e+01 0 0 1.198960e+01 2.661728e+00 1.764273e+00 -2.872855e+00 -3.154626e+00 1.564487e+01 -1.519610e+01 -2.512549e+00 -1.387155e+00 
38 381  1.113686300045278443e+01 0 0 9.979695e+00 2.781223e+00 1.895054e+00 -1.978708e+00 -2.243261e+00 1.224030e+01 -9.308046e+00 -9.994070e+00 -1.734402e+00 
39 391  1.114152728246477508e+01 0 0 9.943835e+00 2.675079e+00 1.737580e+00 -3.136995e+00 -4.162867e+00 1.255830e+01 -7.036492e+00 -7.426964e+00 -2.529765e+00 
40 401  1.114200889916906689e+01 0 0 1.198460e+01 2.750036e+00 1.866161e+00 -1.150315e+00 -3.617737e+00 1.556183e+01 -1.089076e+01 -9.998099e+00 -3.485479e-01 
41 411  1.113700220517988448e+01 0 0 1.037539e+01 2.926399e+00 1.798745e+00 -1.627511e+00 -2.040206e+00 1.413251e+01 -1.820475e+00 -1.301131e+01 -2.025243e+00 
42 421  1.114093837500333883e+01 0 0 1.118774e+01 2.877520e+00 1.863297e+00 -1.969370e+00 -1.773073e+00 1.497240e+01 -7.382397e+00 -1.182273e+01 -1.032337e+00 
43 431  1.114115664716911702e+01 0 0 1.225783e+01 2.934600e+00 1.989539e+00 -2.591743e+00 -2.135342e+00 1.597215e+01 -7.499324e+00 -9.912134e+00 -2.307407e+00 
44 441  1.116465253941298563e+01 0 0 1.203302e+01 2.558908e+00 1.673915e+00 -2.436578e+00 -1.306194e+00 1.573034e+01 -6.646188e+00 -1.153823e+01 -2.659169e+00 
45 451  1.114157097043639766e+01 0 0 1.258135e+01 2.545032e+00 1.819660e+00 -2.313912e+00 -2.245434e+00 1.564730e+01 -7.751783e+00 -1.105334e+01 -2.805989e-01 
46 461  1.114262774640258868e+01 0 0 1.183748e+01 2.478568e+00 1.829052e+00 -2.568445e+00 -3.515823e+00 1.387138e+01 -5.350152e+00 -1.567288e+01 -2.964484e+00 
47 471  1.119838378438024229e+01 0 0 1.327200e+01 2.542744e+00 2.164952e+00 -2.133230e+00 -2.240226e+00 1.455078e+01 -6.477463e-01 -1.413582e+01 -3.019093e+00 
48 481  1.113790505074140036e+01 0 0 1.068405e+01 2.859308e+00 1.764785e+00 -1.700765e+00 -2.382058e+00 1.476472e+01 -8.923214e+00 -1.136620e+01 -2.271551e+00 
49 491  1.114186478182565665e+01 0 0 1.163675e+01 2.720780e+00 1.837421e+00 -1.700257e+00 -2.068629e+00 1.504908e+01 -3.575230e+00 -1.456878e+01 -3.388882e+00 
50 501  1.115262494810061078e+01 0 0 1.214044e+01 2.527614e+00 1.841548e+00 -8.102504e-01 -2.474368e+00 1.491256e+01 -3.630730e+00 -9.179638e+00 -1.767904e+00 
51 511  1.114564473477737927e+01 0 0 1.203610e+01 2.723667e+00 1.836009e+00 -6.012867e-01 -2.604491e+00 1.583391e+01 -6.836528e+00 -1.121122e+01 -2.898833e+00 
52 521  1.114343520926206033e+01 0 0 1.245841e+01 2.562766e+00 1.964245e+00 -9.153101e-01 -2.334788e+00 1.448622e+01 -4.292235e+00 -1.016720e+01 -1.185250e+00 
53 531  1.116354534760070116e+01 0 0 1.240350e+01 2.462240e+00 1.961059e+00 -2.642430e-01 -6.473852e-01 1.342983e+01 -4.489704e+00 -4.167606e+00 -4.372140e-01 
54 541  1.115686688368284862e+01 0 0 1.209185e+01 2.478403e+00 1.888624e+00 -3.319603e-01 -1.567698e+00 1.364665e+01 -7.583372e-02 -8.263112e+00 -3.436805e-01 
55 551  1.114994269506362023e+01 0 0 1.260729e+01 2.544501e+00 1.964498e+00 -3.472261e-01 -2.517293e-01 1.427499e+01 -1.941499e+00 -2.685440e+00 -7.870603e-01 
56 561  1.123466241146665290e+01 0 0 1.366665e+01 2.646511e+00 1.996653e+00 -1.635485e+00 -2.166836e+00 1.562214e+01 -4.035356e+00 -9.920234e-01 -1.131691e+00 
57 571  1.114336243231657164e+01 0 0 1.185320e+01 2.756070e+00 1.976460e+00 -2.985263e-01 -2.949508e+00 1.431157e+01 -3.191596e+00 -5.838543e+00 -2.454086e+00 
58 581  1.114397464716703468e+01 0 0 1.303774e+01 2.726984e+00 2.079204e+00 -7.118676e-01 -6.456958e-01 1.515659e+01 -5.737574e+00 -5.676761e+00 -7.069836e-02 
59 591  1.114202584460663203e+01 0 0 1.297515e+01 2.674968e+00 1.912973e+00 -9.900422e-01 -2.871019e+00 1.613308e+01 -7.596709e+00 -2.652639e+00 -2.233468e+00 
60 601  1.114348945278600134e+01 0 0 1.220042e+01 2.481160e+00 2.003825e+00 -6.093208e-01 -8.919906e-01 1.338887e+01 -2.630796e+00 -4.467010e-01 -8.092163e-01 
61 611  1.114553339863670800e+01 0 0 1.205797e+01 2.417706e+00 1.911837e+00 -6.438103e-01 -1.445984e+00 1.355207e+01 -3.331748e+00 -5.077484e+00 -1.861322e+00 
62 621  1.114097286429965017e+01 0 0 1.264179e+01 2.573970e+00 2.066659e+00 -1.540140e+00 -2.459244e+00 1.400896e+01 -4.532548e+00 -7.243376e+00 -1.518412e+00 
63 631  1.114783131793138260e+01 0 0 1.213710e+01 2.509481e+00 1.992889e+00 -6.079301e-01 -1.054203e+00 1.325087e+01 -4.619067e+00 -3.819837e+00 -1.319911e+00 
64 641  1.113977743716299074e+01 0 0 1.204090e+01 2.386040e+00 1.964078e+00 -6.461128e-01 -9.522187e-01 1.285136e+01 -2.480017e+00 -4.906812e+00 -1.196516e+00 
65 651  1.114057552015590780e+01 0 0 1.241237e+01 2.515701e+00 2.025048e+00 -4.707780e-01 -8.320066e-01 1.364567e+01 -4.664339e+00 -1.159006e+00 -4.532323e-01 
66 661  1.114425826125426866e+01 0 0 1.247227e+01 2.601201e+00 2.016207e+00 -1.048221e+00 -4.620990e-01 1.410819e+01 -3.741860e+00 -4.171486e+00 -5.650944e-01 
67 671  1.114293821139388463e+01 0 0 1.291926e+01 2.464727e+00 2.024312e+00 -1.118121e+00 -1.083577e+00 1.412691e+01 -3.071271e+00 -1.394654e+00 -1.150078e+00 
68 681  1.114147725798542332e+01 0 0 1.194898e+01 2.563720e+00 2.021091e+00 -3.480566e-01 -1.544680e+00 1.330378e+01 -3.287260e+00 -3.244060e+00 -3.586838e-01 
69 691  1.113975245606382636e+01 0 0 1.268746e+01 2.402504e+00 2.102716e+00 -1.698545e-01 -3.939905e-01 1.283546e+01 -2.072293e+00 -2.583505e+00 -6.005747e-01 
70 701  1.114022368089410797e+01 0 0 1.246556e+01 2.465780e+00 2.124037e+00 -3.025009e-01 -8.578906e-01 1.283189e+01 -2.996265e+00 -8.600864e-01 -7.691929e-02 
71 711  1.114038502846299927e+01 0 0 1.214990e+01 2.339641e+00 1.968100e+00 -1.179622e-01 -6.342139e-01 1.270099e+01 -2.362189e+00 -3.446703e+00 -7.991463e-01 
72 721  1.115051850654014842e+01 0 0 1.259205e+01 2.344467e+00 1.968137e+00 -4.454091e-01 -6.783980e-01 1.351003e+01 -1.132589e+00 -1.379661e+00 -5.165314e-01 
73 731  1.114452152994106626e+01 0 0 1.300371e+01 2.334831e+00 2.032444e+00 -2.922198e-01 -3.104821e-01 1.323080e+01 -2.957596e+00 -1.696450e+00 -3.680069e-01 
74 741  1.114203768346738599e+01 0 0 1.311707e+01 2.295063e+00 2.004739e+00 -2.329413e-01 -5.117942e-01 1.348127e+01 -1.658372e+00 -1.223360e-01 -8.936885e-01 
75 751  1.114163704145517464e+01 0 0 1.305858e+01 2.426287e+00 2.067606e+00 -3.180484e-01 -7.127113e-01 1.372692e+01 -9.098378e-01 -2.325397e+00 -4.782270e-01 
76 761  1.114042684421614204e+01 0 0 1.258161e+01 2.304577e+00 2.002678e+00 -2.928284e-01 -9.263877e-01 1.282918e+01 -8.311936e-01 -2.245554e+00 -5.645872e-01 
77 771  1.114122395383039787e+01 0 0 1.286122e+01 2.232236e+00 1.968872e+00 -1.713455e-01 -6.162657e-01 1.302714e+01 -2.209633e-01 -2.952941e+00 -1.113593e+00 
78 781  1.114087041285324453e+01 0 0 1.273441e+01 2.286348e+00 2.035774e+00 -2.497243e-01 -5.558556e-01 1.266339e+01 -7.623067e-01 -2.479450e+00 -1.072440e+00 
79 791  1.114178835625237163e+01 0 0 1.270361e+01 2.293180e+00 1.997854e+00 -1.901130e-01 -8.041024e-01 1.296462e+01 -1.361900e+00 -2.457956e+00 -4.344434e-01 
80 801  1.114104061388195532e+01 0 0 1.262294e+01 2.284697e+00 2.021694e+00 -1.048838e-01 -6.894392e-01 1.270912e+01 -5.604513e-01 -1.024039e+00 -6.731344e-01 
81 811  1.114190234503531407e+01 0 0 1.268749e+01 2.261918e+00 2.000569e+00 -1.596623e-01 -6.343056e-01 1.269388e+01 -7.369886e-01 -2.211932e+00 -8.041984e-01 
82 821  1.114078248560340079e+01 0 0 1.247731e+01 2.245400e+00 1.988211e+00 -1.591797e-01 -8.877929e-01 1.239920e+01 -6.866302e-01 -2.055451e+00 -8.904785e-01 
83 831  1.114365439346569175e+01 0 0 1.297026e+01 2.276496e+00 1.981963e+00 -5.428027e-01 -6.660822e-01 1.319363e+01 -9.861128e-01 -2.242697e-01 -8.016902e-01 
84 841  1.114064159016741939e+01 0 0 1.273237e+01 2.287477e+00 1.976862e+00 -9.723248e-02 -8.206988e-01 1.313346e+01 -2.243067e+00 -5.782435e-01 -3.956522e-01 
85 851  1.114164116942446014e+01 0 0 1.281640e+01 2.248434e+00 1.948155e+00 -2.600678e-01 -5.668427e-01 1.322262e+01 -1.689138e+00 -1.382685e+00 -2.388664e-01 
86 861  1.114110815183969372e+01 0 0 1.284981e+01 2.293726e+00 1.998396e+00 -2.421579e-01 -5.975038e-01 1.310777e+01 -1.305291e+00 -6.570345e-01 -3.862187e-01 
87 871  1.114072314200846137e+01 0 0 1.260973e+01 2.323813e+00 2.006943e+00 -2.548979e-01 -4.881453e-01 1.294231e+01 -2.039776e+00 -1.509958e+00 -3.576632e-01 
88 881  1.114034388887466598e+01 0 0 1.255988e+01 2.253184e+00 1.993350e+00 -7.391544e-02 -4.004669e-01 1.257766e+01 -1.396689e+00 -7.907551e-03 -3.004656e-01 
89 891  1.113972134927763946e+01 0 0 1.236977e+01 2.255460e+00 2.024635e+00 -3.514767e-01 -2.940663e-01 1.218476e+01 -1.423320e-01 -5.020975e-01 -7.548535e-01 
90 901  1.114091630596775673e+01 0 0 1.237835e+01 2.257880e+00 2.025937e+00 -7.345643e-02 -5.210682e-01 1.222404e+01 -9.579140e-01 -7.114177e-01 -3.141320e-01 
