%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=210038, 2015/08/6 13:14:44.39)
1 11  3.260862606880618131e+01 0 0 3.947955e+00 2.507503e+00 1.503223e+00 -3.109410e+00 -4.465405e+00 1.946888e+01 -5.602751e+00 -1.790042e+01 -4.198817e+00 
2 21  1.353931321022783330e+01 0 0 7.912671e+00 2.679549e+00 2.486534e+00 -1.261186e+00 -1.773011e+00 8.958914e+00 -6.781001e+00 -5.751393e+01 -1.129148e+01 
3 31  1.327882569043416616e+01 0 0 7.159895e+00 3.630634e+00 2.286512e+00 -4.369675e+00 -3.903809e+00 9.329935e+00 -4.422085e+00 -6.699698e+00 -8.153489e+00 
4 41  1.188619439602861227e+01 0 0 4.021880e+00 2.981224e+00 1.787966e+00 -5.328780e+00 -1.680220e+00 -9.237913e+00 1.787098e+01 -2.241162e+00 -5.845833e-01 
5 51  2.880169907526784101e+01 0 0 1.820542e+00 3.293143e+00 1.577252e+00 -2.040082e+00 -5.073743e+00 -5.590568e+00 2.360909e+01 -2.690398e+01 -1.201414e+00 
6 61  3.009205810628695588e+01 0 0 6.832964e+00 1.999933e+00 2.184347e+00 -2.728755e+00 5.754254e+00 6.742758e+00 -1.486305e+00 3.750900e+00 -1.125176e+01 
7 71  2.048583296729824710e+01 0 0 4.645947e+00 2.571243e+00 1.461947e+00 -3.557742e+00 -4.538034e-01 -4.347362e+00 1.633832e+01 -5.130328e+00 -4.956735e+00 
8 81  3.837764463674061233e+01 0 0 1.178138e+00 2.347762e+00 1.777480e+00 -1.428175e+00 -2.813507e+00 5.137647e+00 -7.807518e+00 -7.833952e+00 -6.018026e+00 
9 91  1.233094301859967601e+01 0 0 3.627975e+00 3.769420e+00 1.496603e+00 -5.388296e+00 -1.605125e+00 4.320598e+00 -1.267994e+01 -1.218759e+01 -5.756233e+00 
10 101  1.418428085470342204e+01 0 0 3.267124e+00 4.497271e+00 1.638640e+00 -7.852779e+00 -3.681244e+00 4.005141e+00 -1.506838e+01 -2.153920e+01 -1.003806e+00 
11 111  1.871566887944925739e+01 0 0 5.922252e+00 3.685415e+00 8.299881e-01 -4.939176e+00 -5.201982e+00 2.007984e+00 1.118791e+01 -2.355204e+01 -3.766654e+00 
12 121  1.167309391913105010e+01 0 0 8.132939e+00 3.472843e+00 1.948962e+00 -5.422429e+00 -4.640060e+00 7.674493e+00 4.249703e+00 -2.464771e+01 -1.046205e+00 
13 131  1.831932022120227188e+01 0 0 8.718484e+00 2.660230e+00 2.063056e+00 -5.536073e+00 -4.051321e+00 1.278359e+01 3.252110e+00 -2.065121e+01 -5.880964e+00 
14 141  1.635731578269835751e+01 0 0 6.523254e+00 3.233481e+00 1.750641e+00 -3.442764e+00 -7.950463e+00 5.386713e+00 1.081892e+01 -9.498463e+00 -7.956870e+00 
15 151  1.243327346423875923e+01 0 0 8.516934e+00 3.239513e+00 2.067102e+00 -7.859464e+00 -4.620082e+00 8.030380e+00 -8.000745e+00 -1.900396e+01 -7.780043e+00 
16 161  1.117139701446753897e+01 0 0 9.120906e+00 3.936492e+00 2.413823e+00 -1.314271e+01 -6.430653e+00 8.824511e+00 -2.929476e+00 -9.255837e+00 -1.190492e+01 
17 171  1.114761018199792630e+01 0 0 6.468352e+00 3.343159e+00 1.281183e+00 -7.436259e+00 -7.582482e+00 1.017771e+01 -9.018987e+00 -1.538055e+01 -5.630706e+00 
18 181  1.113238302926319889e+01 0 0 6.292663e+00 2.510723e+00 2.102928e+00 -6.203772e+00 -4.379912e+00 5.187799e+00 -1.165459e+01 -2.349572e+01 -4.992774e+00 
19 191  1.139725239631688680e+01 0 0 9.561369e+00 3.268037e+00 1.721934e+00 -6.042683e+00 -2.673479e+00 1.492197e+01 -2.735981e-01 -1.902278e+01 -3.230980e+00 
20 201  1.115600454839528410e+01 0 0 7.620707e+00 2.897063e+00 1.626588e+00 -5.515813e+00 -2.994934e+00 1.046467e+01 -1.581548e+01 -2.026505e+01 -7.359681e+00 
21 211  1.113913577936618715e+01 0 0 8.904645e+00 2.979570e+00 1.556986e+00 -5.176879e+00 -3.944045e+00 1.370571e+01 -5.647831e+00 -2.103308e+01 -6.941025e+00 
22 221  1.120714476702126028e+01 0 0 6.887139e+00 2.907205e+00 1.766842e+00 -6.243031e+00 -5.719873e+00 8.546819e+00 -7.827682e+00 -1.939432e+01 -4.850261e+00 
23 231  1.240645406058652789e+01 0 0 7.557225e+00 2.699076e+00 1.591371e+00 -6.867731e+00 -7.406650e+00 1.202977e+01 -1.108875e+01 -1.918192e+01 -4.112138e+00 
24 241  1.119174870675961131e+01 0 0 8.440124e+00 3.026655e+00 1.792951e+00 -6.461732e+00 -6.392009e+00 1.057246e+01 -9.816482e+00 -1.911302e+01 -5.850441e+00 
25 251  1.114114996452078721e+01 0 0 8.047808e+00 2.916196e+00 1.676408e+00 -4.722010e+00 -5.051054e+00 1.058416e+01 -1.253148e+01 -1.972644e+01 -5.904882e+00 
26 261  1.113924392880702463e+01 0 0 9.966644e+00 2.828495e+00 1.743762e+00 -4.777240e+00 -4.311530e+00 1.352159e+01 -1.242238e+01 -1.358832e+01 -6.262080e+00 
27 271  1.113934451201527054e+01 0 0 9.818511e+00 3.083094e+00 1.831058e+00 -4.108815e+00 -5.251200e+00 1.314249e+01 -1.815437e+01 -1.621155e+01 -6.063162e+00 
