%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=209681, 2015/08/6 10:53:4.81)
1 11 1.543129e+01 2.075309e+01  4.747612814524962488e+01  4.747612814524962488e+01  5.154577696422747124e+01  1.764571125173367327e+05
2 21 1.436438e+01 2.067902e+01  4.056103194848676452e+01  4.056103194848676452e+01  5.153671487904863113e+01  1.583911233118961500e+15
3 31 1.542195e+01 2.095252e+01  4.056103194848676452e+01  4.546230501753269948e+01  5.154573871240684468e+01  5.155153770475703823e+01
4 41 1.528037e+01 2.114632e+01  9.868929634914676896e+00  9.868929634914676896e+00  5.147484399192767057e+01  5.155153768908136414e+01
5 51 1.525948e+01 2.149258e+01  9.868929634914676896e+00  3.063081511201693985e+01  5.123099086631148680e+01  4.307993354554038239e+10
6 61 1.444912e+01 2.185556e+01  9.708352715637161623e+00  9.708352715637161623e+00  9.367590558743005147e+01  5.990754309581013489e+10
7 71 1.466383e+01 2.202274e+01  9.708352715637161623e+00  4.834604461363050376e+01  3.922330402747591143e+04  2.202414401006758728e+11
8 81 1.328804e+01 2.233779e+01  9.708352715637161623e+00  2.277678737292597688e+01  5.137160063648131825e+01  1.703384892580639644e+04
9 91 1.223070e+01 2.224367e+01  9.708352715637161623e+00  4.140394228374808705e+01  5.152036914817789182e+01  4.435834942206598498e+04
10 101 1.100277e+01 2.243992e+01  9.708352715637161623e+00  1.281877300758907801e+01  5.117811705597402039e+01  3.165176988785097492e+05
11 111 1.030656e+01 2.239074e+01  9.708352715637161623e+00  1.632854673936328638e+01  4.807187263112236053e+01  9.427896211834787437e+02
12 121 1.003359e+01 2.219608e+01  9.520976855710928888e+00  9.520976855710928888e+00  3.687129320560669044e+01  3.029867931138294807e+04
13 131 9.413208e+00 2.245197e+01  9.520976855710928888e+00  1.486177323943703144e+01  4.925145646835806446e+01  2.005710607491309755e+06
14 141 9.172202e+00 2.264604e+01  7.995821997937328618e+00  7.995821997937328618e+00  4.117804789320176440e+01  2.208636186980269849e+08
15 151 8.725220e+00 2.271208e+01  7.995821997937328618e+00  1.080979772558624852e+01  2.164180189664763532e+01  1.358866548599973839e+03
16 161 8.177073e+00 2.242188e+01  7.995821997937328618e+00  1.755469726136320219e+01  4.031457143460154668e+01  1.901988094230686256e+05
17 171 8.095480e+00 2.239120e+01  7.995821997937328618e+00  9.775855453551189456e+00  2.103130151271378523e+01  2.378948560177842155e+07
18 181 7.672231e+00 2.266575e+01  7.995821997937328618e+00  1.063425864289150269e+01  3.272866885583590602e+01  3.817265068723810941e+02
19 191 7.441711e+00 2.254003e+01  7.995821997937328618e+00  1.078133957122227038e+01  1.632035256801004053e+01  1.936896466303637251e+06
20 201 7.081339e+00 2.230241e+01  7.995821997937328618e+00  1.019399190779229336e+01  2.863832019683881569e+01  7.399189917031515051e+01
21 211 7.303215e+00 2.154819e+01  7.995821997937328618e+00  9.750143519258831049e+00  2.588180122646128822e+01  4.475138133040248249e+03
22 221 6.781081e+00 2.136279e+01  7.995821997937328618e+00  9.972775824832579517e+00  2.829907323148754728e+01  3.130486682240970367e+03
23 231 6.106066e+00 2.159460e+01  7.995821997937328618e+00  9.711144787536397871e+00  1.769337385755613212e+01  8.768950378678351854e+02
24 241 5.618640e+00 2.233300e+01  7.995821997937328618e+00  9.582114865843580631e+00  1.713399562721730263e+01  3.822978257126477786e+01
25 251 5.506798e+00 2.208496e+01  7.995821997937328618e+00  9.539669298329933156e+00  2.028427698510494182e+01  3.708656006106203051e+01
26 261 5.217902e+00 2.233315e+01  7.995821997937328618e+00  9.921041730432310857e+00  1.400203886894332150e+01  9.463670395258839108e+02
27 271 4.753975e+00 2.251557e+01  7.995821997937328618e+00  9.024961225584227975e+00  1.625901633596865636e+01  2.019841682873061757e+02
28 281 4.544029e+00 2.334323e+01  7.995821997937328618e+00  9.573634998377709593e+00  1.606292653041196772e+01  4.115457498595850439e+01
29 291 4.536724e+00 2.370013e+01  7.995821997937328618e+00  9.986216431127635573e+00  1.953685524001005547e+01  4.396168435024312657e+02
30 301 4.471398e+00 2.366074e+01  7.995821997937328618e+00  9.748262856153816713e+00  2.451148544147443076e+01  8.141084115416862232e+01
31 311 4.254291e+00 2.414388e+01  7.995821997937328618e+00  9.156805902872161340e+00  1.308554785565818790e+01  1.144036937828858754e+03
32 321 4.323646e+00 2.382852e+01  7.995821997937328618e+00  8.670401754521170901e+00  2.163669081820614792e+01  1.620240238217376998e+02
33 331 4.515003e+00 2.417422e+01  7.995821997937328618e+00  9.493596886028043969e+00  1.521971567075280873e+01  3.501412581679944651e+02
34 341 4.807448e+00 2.425111e+01  7.995821997937328618e+00  1.096430821754516138e+01  1.978041027081496850e+01  8.954198946068795806e+01
35 351 4.877560e+00 2.467831e+01  7.995821997937328618e+00  9.253568004528485602e+00  2.172566606784783261e+01  1.493305073091870554e+02
36 361 4.556274e+00 2.466001e+01  7.995821997937328618e+00  9.696545289528911482e+00  2.505469572846830317e+01  6.472064527546334034e+01
37 371 4.534450e+00 2.468933e+01  7.995821997937328618e+00  8.042708296341851693e+00  1.204441563222484923e+01  1.664251387156345885e+01
38 381 4.915891e+00 2.560755e+01  7.995821997937328618e+00  8.102009048275183645e+00  2.130816187136310091e+01  2.530985859150922863e+02
39 391 5.050520e+00 2.572741e+01  7.995821997937328618e+00  1.006017270520114870e+01  1.528934447033669741e+01  1.520404440221093409e+02
