%  columns="iteration, evaluation, void, void, void, xmean" (startseed=211441, 2015/07/23 13:31:25.41)
0 1 0 0 0 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 
1 13 0 0 0 1.590108e+01 1.956395e+01 9.289684e+00 1.925706e+00 1.307668e+01 1.021325e+00 1.754398e+00 -1.908040e+00 1.885216e+00 -1.090921e+03 1.037877e+02 4.721803e+02 -1.301682e+02 -1.979097e+02 -9.249303e+01 -1.189030e+00 
2 25 0 0 0 2.953503e+01 3.231927e+01 7.328306e+00 -4.787645e+00 7.156572e+00 1.054990e+00 1.194517e+00 1.070260e+00 3.442755e+00 1.227674e+03 -4.195338e+01 3.362994e+02 1.704049e+02 -8.384704e+01 -4.631004e+01 -8.447365e-01 
3 37 0 0 0 2.870765e+01 4.603040e+01 2.224618e+01 -1.034292e-01 7.068116e+00 1.070391e+00 8.615063e-01 3.405962e-01 6.121301e+00 1.483979e+03 6.196461e+01 2.548577e+02 1.344502e+02 1.399616e+02 -9.339428e+00 1.668365e+00 
4 49 0 0 0 3.283765e+01 5.768336e+01 2.642281e+01 -5.774637e+00 1.229768e+01 1.046310e+00 6.837385e-01 2.820095e-01 6.922042e+00 2.887986e+03 1.287868e+02 2.758569e+02 1.704592e+02 2.955954e+02 1.125726e+01 3.893348e+00 
5 61 0 0 0 5.327640e+01 6.662947e+01 4.145004e+01 9.165622e+00 5.267077e+00 9.811020e-01 5.821603e-01 1.135256e+00 5.106190e+00 5.058124e+03 1.324976e+02 3.910005e+02 2.971231e+02 3.180386e+02 9.638639e+00 4.588354e+00 
6 73 0 0 0 6.161161e+01 5.856616e+01 2.130267e+01 2.749402e+01 1.627088e+01 1.019643e+00 7.489134e-01 1.217175e+00 4.487983e+00 3.690145e+03 2.345378e+02 4.132075e+02 2.460163e+02 3.986150e+02 7.246626e+01 1.834171e+00 
7 85 0 0 0 6.475140e+01 6.759583e+01 1.360603e+01 4.891011e+01 3.283367e+01 1.020886e+00 6.341545e-01 3.445395e+00 6.131497e+00 5.226533e+03 3.087865e+02 5.447362e+02 2.796994e+02 4.130943e+02 8.173380e+01 2.733805e+00 
8 97 0 0 0 7.973576e+01 7.261669e+01 3.602663e+01 6.741502e+01 2.711407e+01 1.005665e+00 1.119669e+00 2.884662e+00 5.254977e+00 5.412049e+03 4.136027e+02 2.920974e+02 2.572259e+02 3.573304e+02 1.548411e+02 4.231059e+00 
9 109 0 0 0 7.729882e+01 7.850654e+01 4.570643e+01 6.446592e+01 2.505457e+01 9.944549e-01 1.157049e+00 1.993674e+00 4.070973e+00 4.209963e+03 3.101028e+02 5.157448e+01 3.293529e+02 2.740094e+02 1.187133e+02 4.971460e+00 
10 121 0 0 0 7.834421e+01 6.364675e+01 3.875211e+01 5.502064e+01 3.137437e+01 1.024563e+00 1.007281e+00 1.443885e+00 4.656789e+00 6.269006e+03 3.666647e+02 -5.132695e+01 4.261629e+02 2.212535e+02 7.886067e+01 3.879177e+00 
11 133 0 0 0 6.974354e+01 7.229133e+01 1.858043e+01 5.996677e+01 2.637675e+01 1.020791e+00 1.186348e+00 7.359195e-01 4.766411e+00 5.266291e+03 3.977444e+02 4.136191e+01 4.030044e+02 2.159867e+02 1.571338e+02 3.910015e+00 
12 145 0 0 0 6.681166e+01 7.635109e+01 3.320059e+01 5.603433e+01 3.806028e+01 9.916192e-01 1.588263e+00 3.252903e+00 4.159940e+00 6.853112e+03 2.407913e+02 1.612444e+02 4.010328e+02 2.025348e+02 1.965506e+02 2.803368e+00 
13 157 0 0 0 5.669417e+01 7.196518e+01 4.028026e+01 6.469579e+01 3.475251e+01 1.016088e+00 1.438743e+00 3.077015e+00 4.190684e+00 6.911192e+03 2.712988e+02 1.518367e+02 4.783680e+02 1.676247e+02 2.157238e+02 4.429554e+00 
14 169 0 0 0 5.757132e+01 6.632490e+01 5.064414e+01 5.361551e+01 3.300169e+01 1.016921e+00 1.230572e+00 2.338300e+00 4.226067e+00 7.878252e+03 2.884817e+02 2.039359e+02 4.926660e+02 1.398435e+02 2.659225e+02 2.793955e+00 
15 181 0 0 0 3.487936e+01 7.696036e+01 5.650605e+01 7.315219e+01 3.925255e+01 1.021972e+00 1.385544e+00 2.841374e+00 3.892296e+00 7.467974e+03 3.116731e+02 1.257069e+02 5.661215e+02 1.841600e+02 2.963640e+02 2.540555e+00 
16 193 0 0 0 3.852441e+01 6.584924e+01 6.958901e+01 6.486509e+01 4.291898e+01 1.017838e+00 1.420099e+00 4.064517e+00 4.179954e+00 8.887018e+03 3.384323e+02 1.205114e+02 3.413445e+02 1.407145e+02 3.205038e+02 4.027296e+00 
17 205 0 0 0 2.510302e+01 7.617767e+01 6.751469e+01 7.447128e+01 3.449163e+01 1.042681e+00 1.534908e+00 5.041384e+00 3.011628e+00 9.079895e+03 3.037266e+02 7.802313e+01 3.663848e+02 1.482085e+02 2.907325e+02 3.767743e+00 
18 217 0 0 0 2.999807e+01 8.410181e+01 6.871700e+01 8.844126e+01 3.488721e+01 1.043629e+00 1.297679e+00 3.723948e+00 2.609056e+00 7.572876e+03 2.719911e+02 9.360434e+01 3.798932e+02 1.218749e+02 2.866975e+02 3.530831e+00 
19 229 0 0 0 3.277235e+01 8.920372e+01 7.002136e+01 8.023828e+01 3.255726e+01 1.048593e+00 1.319127e+00 4.638376e+00 3.544046e+00 8.773895e+03 2.732581e+02 2.062633e+02 6.318594e+02 1.642148e+02 2.595045e+02 4.166995e+00 
20 241 0 0 0 4.317282e+01 9.410533e+01 6.174722e+01 8.319375e+01 4.758559e+01 1.031443e+00 1.357386e+00 2.914062e+00 4.509549e+00 7.909590e+03 2.989102e+02 2.898755e+02 6.384313e+02 1.636745e+02 2.439646e+02 3.695068e+00 
21 253 0 0 0 3.992504e+01 8.747827e+01 6.053778e+01 8.693726e+01 4.973838e+01 1.019729e+00 1.287694e+00 3.251266e+00 3.693395e+00 6.659451e+03 3.210540e+02 1.879466e+02 4.854644e+02 1.966599e+02 2.490608e+02 3.062428e+00 
22 265 0 0 0 4.768646e+01 8.809178e+01 5.115452e+01 9.028632e+01 4.761120e+01 1.021833e+00 1.187748e+00 4.049669e+00 4.311655e+00 5.939927e+03 3.275096e+02 1.159438e+02 3.861864e+02 8.841687e+01 2.745037e+02 3.580406e+00 
23 277 0 0 0 4.693213e+01 8.099764e+01 5.497088e+01 8.893001e+01 4.803548e+01 1.017459e+00 1.084895e+00 2.524492e+00 4.914497e+00 5.529474e+03 3.041473e+02 7.759130e+01 3.371482e+02 4.658750e+01 2.827831e+02 2.464945e+00 
24 289 0 0 0 5.808291e+01 6.595487e+01 5.706725e+01 8.305942e+01 3.800719e+01 1.030784e+00 7.668650e-01 2.704177e+00 4.070457e+00 5.355570e+03 2.908597e+02 5.880560e+01 2.346792e+02 7.548952e+01 2.572114e+02 4.276554e+00 
25 301 0 0 0 6.129956e+01 7.268473e+01 6.378720e+01 8.570784e+01 4.349378e+01 1.054629e+00 5.336824e-01 3.550118e+00 3.989621e+00 5.685334e+03 2.703915e+02 9.763043e+01 2.040498e+02 8.820659e+01 2.473317e+02 4.993868e+00 
26 313 0 0 0 6.098485e+01 6.157925e+01 6.686688e+01 8.194637e+01 4.219969e+01 1.033681e+00 5.754608e-01 4.719312e+00 3.766068e+00 4.908246e+03 2.616591e+02 1.881717e+02 1.728071e+02 6.991705e+01 2.597784e+02 4.764548e+00 
27 325 0 0 0 6.150190e+01 6.189614e+01 4.982674e+01 8.479261e+01 3.160976e+01 1.031784e+00 7.242043e-01 4.300120e+00 4.488464e+00 4.456484e+03 3.655950e+02 1.846994e+02 1.319161e+02 4.801897e+01 3.005630e+02 3.147770e+00 
28 337 0 0 0 7.241272e+01 6.398272e+01 4.721947e+01 8.259047e+01 3.313188e+01 1.029887e+00 8.269036e-01 3.513775e+00 4.765146e+00 5.145988e+03 3.303594e+02 2.089241e+02 1.454859e+02 6.664531e+01 2.775254e+02 2.622857e+00 
29 349 0 0 0 6.141095e+01 6.229137e+01 4.557245e+01 8.156063e+01 3.813188e+01 1.022630e+00 1.040450e+00 4.260690e+00 5.343054e+00 3.890076e+03 3.068050e+02 1.549191e+02 9.379503e+01 6.694091e+01 2.098704e+02 1.698245e+00 
30 361 0 0 0 7.038623e+01 6.280233e+01 4.592385e+01 8.288883e+01 3.230171e+01 1.010903e+00 9.887037e-01 3.598511e+00 6.559865e+00 3.198499e+03 2.629994e+02 1.511580e+02 6.938459e+01 5.465464e+01 2.019375e+02 2.459239e+00 
31 373 0 0 0 7.877151e+01 6.597036e+01 2.989007e+01 8.466618e+01 2.835503e+01 1.007893e+00 1.104350e+00 3.703059e+00 6.283139e+00 3.929525e+03 2.575453e+02 1.761229e+02 2.104766e+02 5.889078e+01 2.398830e+02 2.714232e+00 
32 385 0 0 0 8.173819e+01 5.765659e+01 3.603161e+01 6.790852e+01 1.946306e+01 1.018513e+00 1.209097e+00 3.128166e+00 5.960780e+00 4.789446e+03 2.591998e+02 2.520459e+02 2.053219e+02 4.066576e+01 1.438971e+02 2.657202e+00 
33 397 0 0 0 8.266731e+01 6.112185e+01 4.015374e+01 6.846179e+01 1.905012e+01 1.012789e+00 1.629125e+00 2.947333e+00 6.463711e+00 4.980431e+03 3.390486e+02 1.592107e+02 1.852336e+02 2.772822e+01 1.668077e+02 2.569359e+00 
34 409 0 0 0 7.845750e+01 6.995652e+01 4.627686e+01 7.267428e+01 2.822685e+01 1.010880e+00 1.615984e+00 2.245750e+00 7.506969e+00 4.520347e+03 3.435824e+02 5.270393e+01 1.480055e+02 5.842110e+01 1.893720e+02 2.204180e+00 
35 421 0 0 0 7.479665e+01 7.912576e+01 5.578488e+01 8.592126e+01 3.246359e+01 1.021043e+00 1.550102e+00 2.100613e+00 8.700649e+00 4.745972e+03 3.638744e+02 4.793518e+01 1.874988e+02 6.051576e+01 1.979471e+02 2.204397e+00 
36 433 0 0 0 6.280203e+01 7.600309e+01 6.131864e+01 7.699911e+01 3.738775e+01 1.011444e+00 1.425489e+00 1.998672e+00 7.947907e+00 5.599239e+03 3.549237e+02 8.994985e+01 2.552313e+02 9.992728e+01 2.078143e+02 1.178352e+00 
37 445 0 0 0 6.796863e+01 7.832022e+01 6.034868e+01 7.943981e+01 3.408199e+01 1.001060e+00 1.465315e+00 1.748183e+00 8.290460e+00 6.497904e+03 3.359831e+02 9.876446e+01 3.008227e+02 5.418976e+01 1.951152e+02 1.951758e+00 
38 457 0 0 0 7.379804e+01 6.831451e+01 6.119780e+01 8.768333e+01 3.845307e+01 9.977190e-01 1.527514e+00 2.244206e+00 7.916771e+00 6.431434e+03 2.648314e+02 1.511794e+02 2.093481e+02 4.307530e+01 1.842518e+02 2.170084e+00 
39 469 0 0 0 7.714263e+01 7.090568e+01 6.067990e+01 8.694432e+01 3.656270e+01 9.811557e-01 1.673023e+00 2.707902e+00 7.561890e+00 6.618408e+03 2.420500e+02 1.233520e+02 2.022185e+02 6.661056e+01 1.582385e+02 2.494942e+00 
40 481 0 0 0 7.134032e+01 7.530093e+01 7.598214e+01 8.514677e+01 4.122871e+01 9.834293e-01 1.716633e+00 2.994770e+00 7.487179e+00 6.630232e+03 2.852442e+02 1.295096e+02 2.307907e+02 7.189267e+01 1.873219e+02 2.274894e+00 
41 493 0 0 0 6.880011e+01 8.155677e+01 7.386319e+01 8.437774e+01 4.463412e+01 9.633536e-01 1.666431e+00 2.534373e+00 6.475716e+00 5.327160e+03 2.674653e+02 7.715145e+01 1.835871e+02 5.541248e+01 1.991513e+02 1.708306e+00 
42 505 0 0 0 6.578222e+01 7.367895e+01 7.705580e+01 7.945268e+01 4.264422e+01 9.555833e-01 1.803493e+00 2.018321e+00 6.010369e+00 5.655677e+03 2.072265e+02 1.397922e+02 1.511754e+02 6.230421e+01 1.702566e+02 1.467410e+00 
43 517 0 0 0 6.119623e+01 7.357964e+01 8.475507e+01 8.281727e+01 4.537268e+01 9.546327e-01 1.604942e+00 1.884952e+00 4.878556e+00 5.538685e+03 2.069608e+02 1.668560e+02 1.790348e+02 3.774488e+01 1.908811e+02 2.154558e+00 
44 529 0 0 0 5.788869e+01 7.167776e+01 7.638878e+01 8.530821e+01 4.543860e+01 9.518380e-01 1.504281e+00 2.482845e+00 4.234421e+00 5.212695e+03 2.209502e+02 1.206469e+02 1.687530e+02 6.252870e+01 2.017598e+02 2.385146e+00 
45 541 0 0 0 6.082071e+01 6.984202e+01 7.707447e+01 8.454972e+01 4.911210e+01 9.670932e-01 1.497160e+00 1.979886e+00 4.424615e+00 5.244205e+03 2.363734e+02 1.501686e+02 1.500343e+02 5.962481e+01 2.036664e+02 1.849072e+00 
46 553 0 0 0 6.212688e+01 7.346883e+01 8.280634e+01 8.392592e+01 5.281758e+01 9.633369e-01 1.514565e+00 1.340205e+00 4.273458e+00 4.970947e+03 2.086492e+02 1.353638e+02 9.901381e+01 4.403015e+01 2.023082e+02 2.299808e+00 
47 565 0 0 0 5.976848e+01 7.604574e+01 7.964670e+01 8.670013e+01 5.190160e+01 9.863599e-01 1.531413e+00 9.551726e-01 4.494317e+00 4.842516e+03 2.510716e+02 1.438348e+02 1.001217e+02 3.843301e+01 2.286833e+02 1.558048e+00 
48 577 0 0 0 4.663131e+01 8.372939e+01 8.031608e+01 8.046859e+01 4.841741e+01 9.987242e-01 1.531267e+00 1.114754e+00 5.134435e+00 5.118414e+03 2.274926e+02 1.554787e+02 2.128848e+02 6.087310e+01 2.033731e+02 7.118413e-01 
49 589 0 0 0 4.730628e+01 8.436352e+01 8.399776e+01 8.429878e+01 4.559588e+01 9.862762e-01 1.552867e+00 1.206449e+00 5.409777e+00 5.013108e+03 2.575520e+02 1.554028e+02 2.225751e+02 8.706150e+01 2.191800e+02 1.365470e+00 
50 601 0 0 0 5.396728e+01 8.719564e+01 8.621035e+01 8.690106e+01 4.044511e+01 9.835080e-01 1.434921e+00 1.518541e+00 5.516685e+00 5.569166e+03 2.580871e+02 1.361471e+02 1.272371e+02 8.870627e+01 2.350669e+02 2.204502e+00 
51 613 0 0 0 5.649381e+01 8.552068e+01 8.414854e+01 8.503735e+01 3.251355e+01 9.658083e-01 1.502979e+00 2.225023e+00 4.499319e+00 5.106621e+03 2.134333e+02 1.799966e+02 6.388138e+01 8.173375e+01 2.466678e+02 1.837209e+00 
52 625 0 0 0 5.694795e+01 8.440814e+01 8.194292e+01 8.490323e+01 3.277266e+01 9.603863e-01 1.415894e+00 2.662538e+00 4.146450e+00 4.840073e+03 1.919370e+02 2.037654e+02 8.597228e+01 5.183351e+01 2.474847e+02 1.767060e+00 
53 637 0 0 0 5.392104e+01 8.710901e+01 8.205768e+01 8.692601e+01 3.298772e+01 9.707424e-01 1.548050e+00 2.860269e+00 3.682737e+00 4.979095e+03 1.739408e+02 2.465900e+02 8.906710e+01 4.297143e+01 2.559142e+02 2.102930e+00 
54 649 0 0 0 4.644979e+01 8.750354e+01 8.694641e+01 8.781688e+01 3.785927e+01 9.766623e-01 1.474347e+00 2.779111e+00 4.217467e+00 4.723977e+03 1.968033e+02 1.967748e+02 1.319169e+02 4.723211e+01 2.289947e+02 2.143789e+00 
55 661 0 0 0 4.349643e+01 8.822175e+01 9.235015e+01 8.929226e+01 4.005440e+01 9.761094e-01 1.270758e+00 3.005810e+00 3.834597e+00 4.902896e+03 1.662555e+02 1.899439e+02 8.650329e+01 4.054725e+01 2.320019e+02 2.992121e+00 
56 673 0 0 0 3.935360e+01 9.166449e+01 9.490920e+01 9.036474e+01 4.440545e+01 9.819418e-01 1.066098e+00 2.948241e+00 3.362942e+00 4.559109e+03 1.750700e+02 1.620960e+02 8.963798e+01 3.661969e+01 2.301048e+02 2.972595e+00 
57 685 0 0 0 4.352773e+01 9.316736e+01 9.009735e+01 9.160836e+01 4.369838e+01 9.707113e-01 1.055554e+00 3.675586e+00 2.876808e+00 4.456722e+03 1.546527e+02 2.003148e+02 6.798689e+01 4.298313e+01 2.489283e+02 2.669826e+00 
58 697 0 0 0 4.339336e+01 9.084169e+01 8.681328e+01 8.671924e+01 4.959286e+01 9.696969e-01 1.107127e+00 3.094742e+00 2.613701e+00 4.972011e+03 1.784712e+02 2.137925e+02 8.586595e+01 4.873781e+01 2.646379e+02 2.172792e+00 
59 709 0 0 0 4.917014e+01 8.759241e+01 8.407888e+01 8.790538e+01 4.747357e+01 9.709044e-01 9.721010e-01 3.654586e+00 2.625976e+00 4.697443e+03 1.613667e+02 1.694422e+02 7.794913e+01 4.605426e+01 2.752646e+02 3.046050e+00 
60 721 0 0 0 4.723388e+01 8.559045e+01 8.223723e+01 8.783301e+01 4.989780e+01 9.628392e-01 1.035293e+00 3.563839e+00 2.976681e+00 4.656697e+03 1.352350e+02 1.295370e+02 9.168178e+01 4.037768e+01 2.694498e+02 2.640077e+00 
61 733 0 0 0 4.740933e+01 8.346008e+01 8.583797e+01 8.461799e+01 5.431142e+01 9.578637e-01 1.037240e+00 3.165148e+00 3.470849e+00 4.733756e+03 1.107289e+02 8.440667e+01 1.301735e+02 3.422801e+01 2.567020e+02 2.909815e+00 
62 745 0 0 0 4.545259e+01 8.648588e+01 8.818385e+01 8.567202e+01 5.298600e+01 9.565319e-01 9.585259e-01 3.277325e+00 3.134772e+00 4.608252e+03 1.101359e+02 1.108104e+02 1.027192e+02 4.043435e+01 2.813932e+02 3.362309e+00 
63 757 0 0 0 4.193018e+01 8.703771e+01 9.212084e+01 8.632914e+01 5.558353e+01 9.599989e-01 1.026681e+00 3.073024e+00 2.654609e+00 4.527921e+03 9.977234e+01 8.272679e+01 1.125488e+02 4.592810e+01 2.862708e+02 2.607182e+00 
64 769 0 0 0 4.335421e+01 8.075559e+01 9.324167e+01 8.278832e+01 5.604800e+01 9.564778e-01 1.096804e+00 2.853119e+00 2.780973e+00 4.268167e+03 1.038996e+02 8.635740e+01 8.658601e+01 4.242300e+01 2.896819e+02 2.976900e+00 
65 781 0 0 0 4.310278e+01 8.265940e+01 9.208522e+01 8.227825e+01 5.682293e+01 9.553980e-01 1.189657e+00 3.061212e+00 2.247374e+00 3.673914e+03 9.959224e+01 9.437348e+01 7.979608e+01 4.939240e+01 2.673579e+02 2.849101e+00 
