10.882,10.696,10.657,10.882,10.696,10.882,10.657,10.696,10.696,10.657,10.696,10.657,10.657,10.82,10.696,10.781,10.696,10.781,10.82,10.696,10.696,10.696,10.696,10.866,10.82,10.696,10.866,10.82,10.82,10.866,10.781,10.866,10.847,10.82,10.781,10.777,10.781,10.781,10.781,10.866,10.781,10.781,10.847,10.866,10.866,10.866,10.781,10.781,10.781,10.866,10.756,10.781,10.756,10.781,10.781,10.781,10.756,10.781,10.781,10.781,10.781,10.781,10.781,10.785,10.785,10.781,10.872,10.781,10.826,10.598,10.598,10.598,10.598,10.877,10.598,10.598,10.733,10.736,10.736,10.733,10.598,10.736,10.736,10.679,10.736,10.736,10.736,10.736,10.736
10.707,10.574,10.613,10.707,10.574,10.707,10.613,10.574,10.574,10.613,10.574,10.613,10.613,10.638,10.574,10.698,10.574,10.698,10.638,10.574,10.574,10.574,10.574,10.769,10.638,10.574,10.769,10.638,10.638,10.769,10.698,10.769,10.668,10.638,10.698,10.692,10.698,10.698,10.698,10.769,10.698,10.698,10.668,10.769,10.769,10.769,10.698,10.698,10.698,10.769,10.611,10.698,10.611,10.698,10.698,10.698,10.611,10.698,10.698,10.698,10.698,10.698,10.698,10.67,10.67,10.698,10.704,10.698,10.742,10.516,10.516,10.516,10.516,10.659,10.516,10.516,10.622,10.603,10.603,10.622,10.516,10.603,10.603,10.547,10.603,10.603,10.603,10.603,10.603
10.72,10.59,10.592,10.72,10.59,10.72,10.592,10.59,10.59,10.592,10.59,10.592,10.592,10.679,10.59,10.713,10.59,10.713,10.679,10.59,10.59,10.59,10.59,10.811,10.679,10.59,10.811,10.679,10.679,10.811,10.713,10.811,10.698,10.679,10.713,10.698,10.713,10.713,10.713,10.811,10.713,10.713,10.698,10.811,10.811,10.811,10.713,10.713,10.713,10.811,10.673,10.713,10.673,10.713,10.713,10.713,10.673,10.713,10.713,10.713,10.713,10.713,10.713,10.655,10.655,10.713,10.702,10.713,10.64,10.534,10.534,10.534,10.534,10.553,10.534,10.534,10.639,10.647,10.647,10.639,10.534,10.647,10.647,10.602,10.647,10.647,10.647,10.647,10.647
10.656,10.528,10.535,10.656,10.528,10.656,10.535,10.528,10.528,10.535,10.528,10.535,10.535,10.639,10.528,10.603,10.528,10.603,10.639,10.528,10.528,10.528,10.528,10.719,10.639,10.528,10.719,10.639,10.639,10.719,10.603,10.719,10.671,10.639,10.603,10.653,10.603,10.603,10.603,10.719,10.603,10.603,10.671,10.719,10.719,10.719,10.603,10.603,10.603,10.719,10.631,10.603,10.631,10.603,10.603,10.603,10.631,10.603,10.603,10.603,10.603,10.603,10.603,10.629,10.629,10.603,10.625,10.603,10.646,10.501,10.501,10.501,10.501,10.524,10.501,10.501,10.587,10.532,10.532,10.587,10.501,10.532,10.532,10.538,10.532,10.532,10.532,10.532,10.532
10.547,10.427,10.437,10.547,10.427,10.547,10.437,10.427,10.427,10.437,10.427,10.437,10.437,10.523,10.427,10.487,10.427,10.487,10.523,10.427,10.427,10.427,10.427,10.612,10.523,10.427,10.612,10.523,10.523,10.612,10.487,10.612,10.571,10.523,10.487,10.451,10.487,10.487,10.487,10.612,10.487,10.487,10.571,10.612,10.612,10.612,10.487,10.487,10.487,10.612,10.477,10.487,10.477,10.487,10.487,10.487,10.477,10.487,10.487,10.487,10.487,10.487,10.487,10.448,10.448,10.487,10.445,10.487,10.563,10.398,10.398,10.398,10.398,10.45,10.398,10.398,10.48,10.453,10.453,10.48,10.398,10.453,10.453,10.408,10.453,10.453,10.453,10.453,10.453
11.341,11.199,11.22,11.341,11.199,11.341,11.22,11.199,11.199,11.22,11.199,11.22,11.22,11.773,11.199,11.274,11.199,11.274,11.773,11.199,11.199,11.199,11.199,11.299,11.773,11.199,11.299,11.773,11.773,11.299,11.274,11.299,11.957,11.773,11.274,11.244,11.274,11.274,11.274,11.299,11.274,11.274,11.957,11.299,11.299,11.299,11.274,11.274,11.274,11.299,11.183,11.274,11.183,11.274,11.274,11.274,11.183,11.274,11.274,11.274,11.274,11.274,11.274,11.114,11.114,11.274,11.472,11.274,11.237,11.519,11.519,11.519,11.519,11.277,11.519,11.519,11.421,11.634,11.634,11.421,11.519,11.634,11.634,11.491,11.634,11.634,11.634,11.634,11.634
11.834,11.693,11.854,11.834,11.693,11.834,11.854,11.693,11.693,11.854,11.693,11.854,11.854,13.159,11.693,11.917,11.693,11.917,13.159,11.693,11.693,11.693,11.693,12.019,13.159,11.693,12.019,13.159,13.159,12.019,11.917,12.019,13.402,13.159,11.917,12.002,11.917,11.917,11.917,12.019,11.917,11.917,13.402,12.019,12.019,12.019,11.917,11.917,11.917,12.019,11.884,11.917,11.884,11.917,11.917,11.917,11.884,11.917,11.917,11.917,11.917,11.917,11.917,11.998,11.998,11.917,12.491,11.917,11.968,12.561,12.561,12.561,12.561,12.113,12.561,12.561,12.188,12.673,12.673,12.188,12.561,12.673,12.673,12.445,12.673,12.673,12.673,12.673,12.673
12.216,12.069,11.918,12.216,12.069,12.216,11.918,12.069,12.069,11.918,12.069,11.918,11.918,13.488,12.069,12.243,12.069,12.243,13.488,12.069,12.069,12.069,12.069,12.302,13.488,12.069,12.302,13.488,13.488,12.302,12.243,12.302,13.516,13.488,12.243,12.228,12.243,12.243,12.243,12.302,12.243,12.243,13.516,12.302,12.302,12.302,12.243,12.243,12.243,12.302,12.383,12.243,12.383,12.243,12.243,12.243,12.383,12.243,12.243,12.243,12.243,12.243,12.243,12.519,12.519,12.243,12.931,12.243,12.401,13.046,13.046,13.046,13.046,12.474,13.046,13.046,12.403,13.246,13.246,12.403,13.046,13.246,13.246,12.961,13.246,13.246,13.246,13.246,13.246
12.386,12.315,12.198,12.386,12.315,12.386,12.198,12.315,12.315,12.198,12.315,12.198,12.198,14.088,12.315,12.402,12.315,12.402,14.088,12.315,12.315,12.315,12.315,12.46,14.088,12.315,12.46,14.088,14.088,12.46,12.402,12.46,13.485,14.088,12.402,12.738,12.402,12.402,12.402,12.46,12.402,12.402,13.485,12.46,12.46,12.46,12.402,12.402,12.402,12.46,12.684,12.402,12.684,12.402,12.402,12.402,12.684,12.402,12.402,12.402,12.402,12.402,12.402,12.397,12.397,12.402,13.203,12.402,12.528,13.099,13.099,13.099,13.099,12.457,13.099,13.099,12.58,13.433,13.433,12.58,13.099,13.433,13.433,13.344,13.433,13.433,13.433,13.433,13.433
10.934,10.882,10.777,10.934,10.882,10.934,10.777,10.882,10.882,10.777,10.882,10.777,10.777,11.546,10.882,10.832,10.882,10.832,11.546,10.882,10.882,10.882,10.882,10.886,11.546,10.882,10.886,11.546,11.546,10.886,10.832,10.886,11.111,11.546,10.832,10.849,10.832,10.832,10.832,10.886,10.832,10.832,11.111,10.886,10.886,10.886,10.832,10.832,10.832,10.886,11.086,10.832,11.086,10.832,10.832,10.832,11.086,10.832,10.832,10.832,10.832,10.832,10.832,10.84,10.84,10.832,11.198,10.832,10.92,11.232,11.232,11.232,11.232,10.866,11.232,11.232,10.968,11.449,11.449,10.968,11.232,11.449,11.449,11.286,11.449,11.449,11.449,11.449,11.449
