%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=214498, 2015/08/22 9:41:49.99)
1 26 1.282757e+01 0 0 5.046686e-01 3.849091e-01 5.177808e-01 4.235146e+00 6.789604e-01 3.604815e-01 1.935103e+00 1.239810e+01 5.300062e-01 
2 51 1.358208e+01 0 0 5.375991e-01 4.175915e-01 5.480884e-01 4.329329e+00 6.951048e-01 3.797066e-01 1.961763e+00 1.299855e+01 5.457719e-01 
3 76 1.440229e+01 0 0 5.577838e-01 4.506815e-01 5.820642e-01 4.488883e+00 7.417811e-01 4.034763e-01 2.035677e+00 1.366974e+01 5.642716e-01 
4 101 1.602218e+01 0 0 6.419586e-01 5.081923e-01 6.269170e-01 4.832679e+00 8.313438e-01 4.402145e-01 2.257186e+00 1.479671e+01 6.192652e-01 
5 126 1.558829e+01 0 0 6.237083e-01 4.922185e-01 5.952498e-01 4.600052e+00 7.875572e-01 4.239478e-01 2.181335e+00 1.403171e+01 6.080027e-01 
6 151 1.349760e+01 0 0 5.386156e-01 4.260112e-01 5.074945e-01 3.946464e+00 6.545834e-01 3.601357e-01 1.882567e+00 1.180688e+01 5.112144e-01 
7 176 1.151924e+01 0 0 4.440845e-01 3.605000e-01 4.182999e-01 3.307979e+00 5.399874e-01 3.017289e-01 1.577386e+00 1.004420e+01 4.249918e-01 
8 201 9.847696e+00 0 0 3.680614e-01 3.061296e-01 3.525295e-01 2.743978e+00 4.462825e-01 2.531926e-01 1.305154e+00 8.210353e+00 3.532459e-01 
9 226 9.186590e+00 0 0 3.456824e-01 2.743393e-01 3.168601e-01 2.537718e+00 3.994374e-01 2.298524e-01 1.193452e+00 7.740946e+00 3.279991e-01 
10 251 8.430653e+00 0 0 3.078941e-01 2.482712e-01 2.893466e-01 2.239767e+00 3.584351e-01 2.088872e-01 1.050776e+00 6.810700e+00 2.983787e-01 
11 276 8.429488e+00 0 0 2.969810e-01 2.443408e-01 2.810279e-01 2.179637e+00 3.475376e-01 2.159049e-01 1.038979e+00 6.809449e+00 2.965162e-01 
12 301 8.090886e+00 0 0 2.800111e-01 2.292928e-01 2.621253e-01 2.145693e+00 3.262607e-01 2.085894e-01 9.960821e-01 6.310203e+00 2.840253e-01 
13 326 7.874591e+00 0 0 2.930499e-01 2.154325e-01 2.461696e-01 2.014229e+00 3.129285e-01 2.029131e-01 9.403812e-01 5.931704e+00 2.743725e-01 
14 351 7.720639e+00 0 0 2.933342e-01 2.035437e-01 2.349473e-01 1.933668e+00 3.055264e-01 1.920441e-01 9.026554e-01 5.641383e+00 2.598711e-01 
15 376 7.510865e+00 0 0 2.803517e-01 1.925868e-01 2.209373e-01 1.849130e+00 2.927453e-01 1.861628e-01 8.843771e-01 5.498885e+00 2.507599e-01 
16 401 7.540798e+00 0 0 2.729283e-01 1.883668e-01 2.165449e-01 2.008964e+00 2.933279e-01 1.891407e-01 8.667707e-01 5.406990e+00 2.508591e-01 
17 426 6.679070e+00 0 0 2.341660e-01 1.636173e-01 1.849599e-01 1.720138e+00 2.593601e-01 1.639965e-01 7.564110e-01 4.685031e+00 2.120863e-01 
18 451 6.082012e+00 0 0 2.154172e-01 1.451925e-01 1.636465e-01 1.525554e+00 2.317898e-01 1.458775e-01 6.714894e-01 4.161515e+00 1.872828e-01 
19 476 6.064940e+00 0 0 2.137892e-01 1.436270e-01 1.589316e-01 1.551444e+00 2.317537e-01 1.454554e-01 6.926226e-01 4.127011e+00 1.816397e-01 
20 501 5.978148e+00 0 0 2.097029e-01 1.354820e-01 1.518537e-01 1.564108e+00 2.202848e-01 1.412981e-01 6.643246e-01 3.969227e+00 1.777313e-01 
21 526 5.443770e+00 0 0 1.865261e-01 1.220442e-01 1.347072e-01 1.405315e+00 1.940983e-01 1.246126e-01 5.838086e-01 3.503876e+00 1.554075e-01 
22 551 4.875595e+00 0 0 1.664214e-01 1.060097e-01 1.186273e-01 1.210819e+00 1.728700e-01 1.116893e-01 5.181184e-01 3.037726e+00 1.352579e-01 
23 576 4.734422e+00 0 0 1.646123e-01 1.023480e-01 1.113331e-01 1.240060e+00 1.649585e-01 1.092956e-01 4.927236e-01 2.860751e+00 1.268842e-01 
24 601 4.826306e+00 0 0 1.675982e-01 1.006923e-01 1.155909e-01 1.241594e+00 1.641774e-01 1.116187e-01 5.104269e-01 2.842863e+00 1.277837e-01 
25 626 4.990136e+00 0 0 1.700982e-01 1.009910e-01 1.197189e-01 1.270190e+00 1.713215e-01 1.117996e-01 5.384518e-01 2.897237e+00 1.344927e-01 
26 651 4.562204e+00 0 0 1.508496e-01 9.144609e-02 1.047930e-01 1.174107e+00 1.577848e-01 1.011469e-01 5.030692e-01 2.636658e+00 1.233557e-01 
27 676 4.696761e+00 0 0 1.523055e-01 9.017320e-02 1.116312e-01 1.254917e+00 1.600319e-01 1.043364e-01 5.377080e-01 2.617238e+00 1.258713e-01 
28 701 4.677405e+00 0 0 1.479166e-01 8.729382e-02 1.093608e-01 1.238944e+00 1.558488e-01 1.039808e-01 5.336770e-01 2.577859e+00 1.224997e-01 
29 726 5.235258e+00 0 0 1.646262e-01 9.596249e-02 1.239149e-01 1.344644e+00 1.739993e-01 1.176314e-01 5.782740e-01 2.790613e+00 1.447760e-01 
