%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=213702, 2015/08/22 11:47:34.32)
1 26 1.453857e+00 5.121904e+00  1.650400458051734915e+02  1.650400458051734915e+02  9.216514261482063681e+06  3.151133096988489062e+13
2 51 1.506001e+00 5.254103e+00  1.650400458051734915e+02  1.650437314511657405e+02  1.650731426231203898e+02  1.396616642756143188e+11
3 76 1.741562e+00 5.739528e+00  1.642844528814826788e+02  1.642844528814826788e+02  1.650737280189970022e+02  6.441432852432571650e+08
4 101 1.551640e+00 5.895529e+00  1.642844528814826788e+02  1.650111111095610852e+02  1.361359511437924951e+07                       Inf
5 126 1.662445e+00 6.314292e+00  1.642844528814826788e+02  1.649003945390064700e+02  7.608898344085557619e+05  1.686234036274677124e+11
6 151 1.651805e+00 6.478837e+00  1.642844528814826788e+02  1.647405875981599195e+02  1.400929242534139776e+05  1.243181009247020851e+19
7 176 1.475384e+00 6.233574e+00  1.625691700639074213e+02  1.625691700639074213e+02  7.740753335655448027e+05  5.986988080748741627e+08
8 201 1.345600e+00 6.264241e+00  4.291655348675254089e+01  4.291655348675254089e+01  3.064999353543256348e+03  4.167746483900406957e+07
9 226 1.462045e+00 6.883654e+00  4.291655348675254089e+01  1.169269188155820416e+02  6.383980094794565957e+03  1.626072170955952406e+08
10 251 1.416659e+00 6.853512e+00  2.834992174540365895e+01  2.834992174540365895e+01  1.650749714380327759e+02  2.275161103708813095e+10
11 276 1.352881e+00 6.937558e+00  9.530602056863241245e+00  9.530602056863241245e+00  1.650723979166796767e+02  1.965735050267547607e+09
12 301 1.236819e+00 7.060753e+00  9.530602056863241245e+00  1.877689170579424882e+01  1.650723698020060795e+02  7.964063244810687378e+06
13 326 1.160996e+00 6.943347e+00  9.530602056863241245e+00  6.658082475197099370e+01  1.650749645290206047e+02  1.071943726790479124e+08
14 351 1.140050e+00 6.957344e+00  9.530602056863241245e+00  3.497086708063401517e+01  1.650743643833683336e+02  1.179180498510790989e+07
15 376 1.042151e+00 6.845369e+00  9.383294203097328534e+00  9.383294203097328534e+00  1.650739516327961667e+02  5.855498245540624484e+06
16 401 1.067445e+00 6.987707e+00  9.383294203097328534e+00  1.407315368732417653e+02  1.650742655047402820e+02  1.250903406244751764e+06
17 426 1.107094e+00 6.620493e+00  9.383294203097328534e+00  1.173359282767757250e+01  3.869781257230681149e+03  9.302854350873015821e+06
18 451 1.064384e+00 6.170785e+00  9.383294203097328534e+00  1.401025545337599851e+02  1.650749729962562071e+02  1.225363745808127709e+07
19 476 1.039508e+00 6.094228e+00  9.383294203097328534e+00  6.730748478175179628e+01  1.650743490046779129e+02  1.340262954295802920e+05
20 501 1.013513e+00 5.646875e+00  9.383294203097328534e+00  1.452636215305512621e+02  1.650749730698416897e+02  4.044315778152015409e+05
21 526 1.004390e+00 5.443082e+00  9.383294203097328534e+00  1.199800514910403493e+01  1.650644234844461380e+02  1.441183617719080066e+05
22 551 1.035953e+00 5.487598e+00  9.383294203097328534e+00  2.273706852519329047e+01  2.183208028582172915e+02  4.577732072817389853e+05
23 576 9.714662e-01 5.370605e+00  9.383294203097328534e+00  5.151573787843546626e+01  1.650663649460440467e+02  1.105202839391353045e+05
24 601 9.396671e-01 5.364932e+00  9.383294203097328534e+00  4.309971026074396860e+01  1.650666406224734715e+02  2.586964647972414270e+06
25 626 9.764151e-01 5.251427e+00  7.709220262398635448e+00  7.709220262398635448e+00  1.650571727459528972e+02  1.399113367410723004e+04
26 651 8.582398e-01 5.357697e+00  7.709220262398635448e+00  3.089553072684056545e+01  1.650371960144236141e+02  1.996249007955204579e+05
27 676 8.492043e-01 5.374647e+00  7.709220262398635448e+00  9.565868481856265149e+00  1.650595843368086264e+02  4.748559875646882574e+04
28 701 8.166647e-01 5.381132e+00  7.709220262398635448e+00  1.126187990093583657e+01  1.650409777557802045e+02  2.624231435455927567e+04
29 726 7.884551e-01 5.678510e+00  7.709220262398635448e+00  3.534611071577388230e+01  1.650445279498092077e+02  4.346841446310529864e+04
30 751 7.666060e-01 5.775548e+00  7.709220262398635448e+00  5.457787385389051593e+01  1.650606252679693000e+02  1.027026543157645756e+04
31 776 6.612126e-01 6.014839e+00  7.709220262398635448e+00  9.474347105138043901e+00  1.648709760283244350e+02  4.431573006324127164e+03
32 801 5.898053e-01 6.289415e+00  7.709220262398635448e+00  2.218200857689811656e+01  1.650189774220737320e+02  1.357367494682882716e+04
33 826 5.073272e-01 6.583508e+00  7.709220262398635448e+00  8.396030857387373203e+00  1.580654596815789716e+02  4.173397977065499617e+03
34 851 4.426704e-01 6.589109e+00  7.709220262398635448e+00  1.146935837241845313e+01  9.954516055966335841e+01  1.884597779010725617e+03
35 876 4.455276e-01 7.227219e+00  7.709220262398635448e+00  1.444607595028159430e+01  9.905911056402544546e+01  8.448060899034451268e+02
36 901 4.235383e-01 7.374862e+00  7.709220262398635448e+00  8.674309154923856013e+00  1.121389183773696061e+02  1.220932700673065256e+03
37 926 4.017014e-01 7.932482e+00  7.709220262398635448e+00  8.168535890996839299e+00  9.629064525628031390e+01  4.338452773408715984e+03
38 951 4.441487e-01 8.227736e+00  7.709220262398635448e+00  9.288284553014362288e+00  1.182653713325243388e+02  1.425534055162873074e+03
39 976 4.091294e-01 8.261519e+00  7.709220262398635448e+00  8.479474040043191607e+00  6.939051056435648945e+01  1.013158816464349684e+03
40 1001 3.637912e-01 8.693719e+00  7.709220262398635448e+00  8.043899545693449227e+00  1.033761935340560427e+02  2.032810126485204364e+03
