%  columns="iteration, evaluation, void, void, void, xmean" (startseed=216885, 2015/07/30 22:55:39.86)
0 1 0 0 0 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 
1 11 0 0 0 2.937912e+00 3.460682e-01 1.410894e+00 1.672654e+00 2.754054e+00 2.098524e+00 4.687652e+00 6.191655e+00 -2.760782e+00 6.891109e+00 
2 21 0 0 0 5.564545e+00 2.781772e-01 1.797706e+00 3.920956e+00 -4.350152e-01 5.359087e-01 5.444331e+00 1.285836e+01 6.661311e-01 9.973582e+00 
3 31 0 0 0 9.410830e+00 3.109924e-02 9.215588e-01 4.526871e+00 7.337464e-01 -6.341472e-01 8.237739e+00 1.320708e+01 -4.161423e+00 9.256576e+00 
4 41 0 0 0 1.321855e+01 -6.056988e-01 6.098936e-01 2.184295e+00 3.156669e+00 -3.812964e+00 9.561841e+00 2.147940e+01 -5.626265e+00 4.413201e-01 
5 51 0 0 0 1.286175e+01 -7.068669e-01 8.759711e-01 -5.267631e-01 1.005766e+00 -1.558837e+00 6.953768e+00 1.569223e+01 -1.217846e+00 -7.060178e+00 
6 61 0 0 0 1.392563e+01 -2.024408e+00 1.123501e+00 -8.653618e-01 1.904673e+00 -9.946392e+00 6.332307e+00 2.620592e+01 -6.988803e+00 -1.196518e+01 
7 71 0 0 0 1.054272e+01 -2.238285e+00 1.681122e+00 5.377337e-01 -4.018110e+00 -5.316520e+00 1.864016e+00 1.651341e+01 -1.662408e+01 -1.726292e+01 
8 81 0 0 0 1.079827e+01 -2.156978e+00 2.038409e+00 -1.502669e+00 -5.275685e+00 -9.307189e+00 2.247741e+00 1.922553e+01 -2.287656e+01 -1.960024e+01 
9 91 0 0 0 7.022745e+00 -1.407489e+00 2.410576e+00 1.255416e+00 -8.050894e+00 -1.678166e+01 1.295493e+00 2.111271e+01 -3.178409e+01 -2.102406e+01 
10 101 0 0 0 6.061814e+00 -6.749665e-01 1.504130e+00 -4.736549e+00 -1.044744e+01 -2.594181e+01 -2.081460e+00 7.709668e+00 -5.803838e+01 -2.889973e+01 
11 111 0 0 0 8.378052e+00 -8.572908e-01 1.663393e+00 -7.008523e+00 -1.534093e+01 -3.306041e+01 -1.779218e+00 1.755717e+01 -8.164010e+01 -3.463982e+01 
12 121 0 0 0 1.179340e+01 -8.558709e-02 9.425914e-01 -1.121871e+01 -1.596113e+01 -3.764690e+01 1.521931e-01 -6.855938e+00 -7.786484e+01 -2.968328e+01 
13 131 0 0 0 1.912147e+01 -6.210247e-01 3.506621e-01 -9.979935e+00 -1.987277e+01 -3.747747e+01 2.726434e+00 -2.066554e-01 -9.039020e+01 -3.067158e+01 
14 141 0 0 0 2.366258e+01 -1.370589e+00 1.641578e+00 -2.506312e+00 -1.350794e+01 -3.212311e+01 2.625830e+00 -1.570349e+01 -8.751359e+01 -2.315255e+01 
15 151 0 0 0 1.637005e+01 -1.684606e+00 1.752754e+00 -5.531306e+00 -1.552937e+01 -3.503000e+01 -4.383733e+00 -2.278071e+01 -1.022204e+02 -2.492263e+01 
16 161 0 0 0 1.286359e+01 -7.743072e-01 1.639131e+00 -6.212908e+00 -1.354628e+01 -3.431671e+01 -4.136020e+00 -2.226615e+01 -1.046508e+02 -2.342914e+01 
17 171 0 0 0 9.591218e+00 -1.697935e+00 1.593421e+00 -6.169602e+00 -1.473559e+01 -3.903798e+01 -1.617380e+00 -9.085527e+00 -1.090577e+02 -2.120488e+01 
18 181 0 0 0 7.989738e+00 -1.748668e+00 9.749929e-01 -8.121533e+00 -8.841909e+00 -3.630069e+01 -2.763319e+00 9.363198e+00 -1.077440e+02 -2.249265e+01 
19 191 0 0 0 1.156382e+01 -1.733907e+00 7.699874e-01 -1.194645e+01 -1.186173e+01 -4.248646e+01 -2.306629e+00 1.021273e+01 -1.233756e+02 -3.266970e+01 
20 201 0 0 0 1.688034e+01 -1.495907e+00 1.203144e+00 -1.210979e+01 -1.228063e+01 -3.942526e+01 -4.456436e+00 1.409159e+01 -1.176510e+02 -4.160850e+01 
21 211 0 0 0 1.793689e+01 -1.831351e+00 9.846124e-01 -1.545535e+01 -1.871525e+01 -4.295461e+01 -8.312986e+00 8.040833e+00 -1.422684e+02 -5.395627e+01 
22 221 0 0 0 2.006498e+01 -1.774488e+00 1.114382e+00 -1.504532e+01 -2.179066e+01 -4.840044e+01 -9.300510e+00 1.609591e+01 -1.427467e+02 -5.992638e+01 
23 231 0 0 0 1.649540e+01 -1.778572e+00 9.465748e-01 -1.324608e+01 -2.233620e+01 -4.762313e+01 -1.168601e+01 8.028751e+00 -1.560375e+02 -6.523284e+01 
24 241 0 0 0 2.262952e+01 -1.701220e+00 1.683187e+00 -1.530413e+01 -2.534579e+01 -4.470029e+01 -1.123551e+01 -9.342021e+00 -1.508819e+02 -6.444409e+01 
25 251 0 0 0 2.333072e+01 -9.463529e-01 2.300588e+00 -1.408797e+01 -2.178142e+01 -4.674704e+01 -1.275856e+01 -2.521830e+00 -1.642097e+02 -5.960457e+01 
26 261 0 0 0 2.973050e+01 -1.663534e+00 2.224524e+00 -1.203681e+01 -2.385556e+01 -5.269730e+01 -1.592582e+01 8.084385e-01 -1.663817e+02 -5.859686e+01 
27 271 0 0 0 3.540638e+01 -1.860645e+00 1.783546e+00 -6.417059e+00 -2.356807e+01 -5.791355e+01 -1.706142e+01 -2.666994e+00 -1.638692e+02 -5.386255e+01 
28 281 0 0 0 3.001113e+01 -1.677490e+00 2.306994e+00 -8.500741e+00 -2.742047e+01 -5.843832e+01 -1.730351e+01 -1.823517e+01 -1.587250e+02 -5.424357e+01 
29 291 0 0 0 2.956349e+01 -1.781310e+00 2.351954e+00 -4.922111e+00 -2.508888e+01 -6.492300e+01 -1.596874e+01 -1.071771e+01 -1.671420e+02 -4.928985e+01 
30 301 0 0 0 3.017864e+01 -2.686817e+00 1.925543e+00 -4.981797e+00 -1.991967e+01 -6.155859e+01 -1.541340e+01 -9.649526e+00 -1.578911e+02 -5.145967e+01 
31 311 0 0 0 3.171122e+01 -3.165742e+00 1.934287e+00 -6.239727e+00 -2.168889e+01 -5.223294e+01 -1.448005e+01 -1.009313e+01 -1.461358e+02 -4.964948e+01 
32 321 0 0 0 2.875243e+01 -2.563924e+00 2.438051e+00 -7.075905e+00 -1.995229e+01 -4.656738e+01 -1.057866e+01 -2.041352e+01 -1.390172e+02 -4.514786e+01 
33 331 0 0 0 2.560169e+01 -2.753210e+00 2.213555e+00 -6.093585e+00 -1.900433e+01 -5.009371e+01 -1.023168e+01 -1.876262e+01 -1.364896e+02 -3.493071e+01 
34 341 0 0 0 3.236628e+01 -3.291895e+00 3.067789e+00 -4.836313e+00 -1.930711e+01 -5.412690e+01 -1.001810e+01 -2.089272e+01 -1.423962e+02 -4.004082e+01 
35 351 0 0 0 3.127200e+01 -3.182853e+00 2.428258e+00 -5.137406e+00 -2.365262e+01 -5.606636e+01 -1.023825e+01 -1.910720e+01 -1.473096e+02 -3.921576e+01 
36 361 0 0 0 3.031229e+01 -2.727547e+00 2.136075e+00 -7.009383e+00 -2.754698e+01 -5.625637e+01 -9.898086e+00 -1.996812e+01 -1.511446e+02 -3.845008e+01 
37 371 0 0 0 2.919184e+01 -2.120586e+00 2.190255e+00 -8.944302e+00 -2.487473e+01 -5.551792e+01 -9.614018e+00 -1.941087e+01 -1.521985e+02 -4.161377e+01 
38 381 0 0 0 2.860380e+01 -2.682951e+00 2.187511e+00 -1.071723e+01 -2.422829e+01 -5.557294e+01 -7.013776e+00 -1.936702e+01 -1.432796e+02 -4.392004e+01 
39 391 0 0 0 2.868812e+01 -2.010768e+00 2.335596e+00 -1.165148e+01 -2.358006e+01 -5.278627e+01 -6.354167e+00 -1.665785e+01 -1.377826e+02 -4.177938e+01 
40 401 0 0 0 2.661166e+01 -1.936492e+00 2.255631e+00 -1.473605e+01 -2.382287e+01 -5.665040e+01 -8.330858e+00 -1.123882e+01 -1.511748e+02 -4.136240e+01 
41 411 0 0 0 2.283652e+01 -2.511690e+00 2.094415e+00 -1.599659e+01 -2.441273e+01 -5.174173e+01 -9.378707e+00 -1.213863e+01 -1.471454e+02 -4.228410e+01 
42 421 0 0 0 2.134594e+01 -2.552521e+00 1.900172e+00 -1.840398e+01 -2.226931e+01 -4.900938e+01 -9.417961e+00 -2.225964e+00 -1.453225e+02 -4.576100e+01 
43 431 0 0 0 2.289134e+01 -2.846861e+00 2.185525e+00 -1.665116e+01 -2.358348e+01 -5.099674e+01 -1.148993e+01 -1.969849e+01 -1.475263e+02 -4.412774e+01 
44 441 0 0 0 2.341702e+01 -2.921470e+00 2.054452e+00 -1.644509e+01 -2.611285e+01 -4.991654e+01 -1.180762e+01 -2.040636e+01 -1.464283e+02 -5.105441e+01 
45 451 0 0 0 2.455854e+01 -2.573635e+00 2.105981e+00 -1.582025e+01 -2.457953e+01 -4.810943e+01 -1.079855e+01 -2.959657e+01 -1.390112e+02 -4.565045e+01 
46 461 0 0 0 2.033607e+01 -2.808195e+00 2.134815e+00 -1.704090e+01 -2.145256e+01 -4.048932e+01 -7.427313e+00 -3.370510e+01 -1.171957e+02 -4.297671e+01 
47 471 0 0 0 2.311150e+01 -3.099682e+00 2.216416e+00 -1.611858e+01 -2.020239e+01 -4.340365e+01 -5.701200e+00 -3.747603e+01 -1.142270e+02 -3.591817e+01 
48 481 0 0 0 2.526799e+01 -3.010371e+00 2.274401e+00 -1.134708e+01 -1.895709e+01 -4.828330e+01 -5.804309e+00 -3.660890e+01 -1.210783e+02 -3.490443e+01 
49 491 0 0 0 2.646262e+01 -3.317632e+00 2.046618e+00 -9.254116e+00 -1.859416e+01 -5.256745e+01 -6.635568e+00 -2.999868e+01 -1.282934e+02 -3.657183e+01 
50 501 0 0 0 2.936602e+01 -3.234900e+00 2.213674e+00 -7.372253e+00 -1.969657e+01 -5.618468e+01 -8.040969e+00 -3.195638e+01 -1.290950e+02 -3.393510e+01 
51 511 0 0 0 3.069497e+01 -3.644954e+00 2.177773e+00 -8.868303e+00 -1.777521e+01 -5.502407e+01 -7.337129e+00 -2.816983e+01 -1.215672e+02 -2.974423e+01 
52 521 0 0 0 3.066504e+01 -3.541841e+00 2.200458e+00 -8.141224e+00 -1.545734e+01 -5.161847e+01 -7.520433e+00 -3.771942e+01 -1.188688e+02 -2.667137e+01 
53 531 0 0 0 3.044708e+01 -3.107245e+00 2.191973e+00 -7.422553e+00 -1.196644e+01 -5.192400e+01 -8.653784e+00 -3.796320e+01 -1.207926e+02 -2.180946e+01 
54 541 0 0 0 2.620150e+01 -2.825946e+00 2.165028e+00 -1.040561e+01 -9.021915e+00 -4.932018e+01 -3.927082e+00 -3.349590e+01 -1.061126e+02 -1.814971e+01 
55 551 0 0 0 2.583925e+01 -2.420314e+00 2.179467e+00 -9.750464e+00 -8.593568e+00 -4.852294e+01 -6.358525e+00 -3.546737e+01 -1.067818e+02 -1.701318e+01 
56 561 0 0 0 2.330743e+01 -2.735250e+00 2.063190e+00 -1.217043e+01 -1.242583e+01 -5.483764e+01 -8.894150e+00 -2.936826e+01 -1.205983e+02 -2.587960e+01 
57 571 0 0 0 2.283733e+01 -3.171052e+00 2.126491e+00 -1.035329e+01 -1.156669e+01 -5.771868e+01 -1.028260e+01 -2.722744e+01 -1.286569e+02 -2.314938e+01 
58 581 0 0 0 2.580197e+01 -3.397529e+00 2.160069e+00 -9.712491e+00 -1.485446e+01 -5.681720e+01 -1.047232e+01 -2.788702e+01 -1.225542e+02 -2.940795e+01 
59 591 0 0 0 2.702102e+01 -3.741382e+00 2.206854e+00 -1.053617e+01 -1.791503e+01 -5.558128e+01 -1.052913e+01 -2.856118e+01 -1.171678e+02 -3.052603e+01 
60 601 0 0 0 2.950252e+01 -4.397640e+00 1.962218e+00 -1.041200e+01 -2.076448e+01 -5.274420e+01 -1.218892e+01 -3.008682e+01 -1.122357e+02 -3.962168e+01 
61 611 0 0 0 2.870960e+01 -4.759895e+00 2.314426e+00 -9.430484e+00 -2.069417e+01 -5.071247e+01 -1.501423e+01 -3.345198e+01 -1.144567e+02 -3.439480e+01 
62 621 0 0 0 3.030448e+01 -4.880175e+00 2.408467e+00 -7.748058e+00 -2.027893e+01 -4.718204e+01 -1.198546e+01 -4.806625e+01 -1.031329e+02 -2.585690e+01 
63 631 0 0 0 2.963926e+01 -4.861358e+00 2.208561e+00 -1.014629e+01 -2.269848e+01 -4.372395e+01 -1.556010e+01 -4.530372e+01 -1.069342e+02 -2.900070e+01 
64 641 0 0 0 2.645535e+01 -4.490816e+00 2.263130e+00 -7.978801e+00 -1.866401e+01 -5.011055e+01 -1.603377e+01 -4.938249e+01 -1.060431e+02 -1.960663e+01 
65 651 0 0 0 2.401125e+01 -4.173446e+00 2.153629e+00 -7.763095e+00 -1.791614e+01 -5.041606e+01 -1.605784e+01 -4.083378e+01 -1.012659e+02 -1.475742e+01 
66 661 0 0 0 2.732368e+01 -4.118625e+00 2.164512e+00 -6.612477e+00 -2.144522e+01 -5.456854e+01 -1.504163e+01 -4.923083e+01 -9.882081e+01 -1.793565e+01 
67 671 0 0 0 2.800597e+01 -4.353450e+00 2.196402e+00 -4.196648e+00 -2.024206e+01 -5.366380e+01 -1.328835e+01 -4.964890e+01 -1.023953e+02 -1.772452e+01 
68 681 0 0 0 2.462403e+01 -4.107184e+00 2.070605e+00 -5.205712e+00 -1.851318e+01 -5.495783e+01 -1.489180e+01 -4.583509e+01 -1.064645e+02 -1.461975e+01 
69 691 0 0 0 2.701620e+01 -4.786680e+00 2.175948e+00 -4.259286e+00 -1.747474e+01 -5.430978e+01 -1.352263e+01 -5.014493e+01 -9.955684e+01 -1.523001e+01 
70 701 0 0 0 3.017679e+01 -5.029084e+00 2.203332e+00 -1.558010e+00 -1.713741e+01 -5.356699e+01 -1.363559e+01 -5.648100e+01 -9.616755e+01 -1.198756e+01 
71 711 0 0 0 2.876282e+01 -5.356908e+00 2.157611e+00 -3.921610e+00 -2.009112e+01 -4.999991e+01 -1.283051e+01 -6.581213e+01 -8.780169e+01 -1.113805e+01 
72 721 0 0 0 3.086390e+01 -5.253617e+00 2.134905e+00 -4.485165e+00 -2.087624e+01 -4.995869e+01 -1.381987e+01 -6.792416e+01 -8.648132e+01 -1.489467e+01 
73 731 0 0 0 3.108891e+01 -5.044526e+00 2.131788e+00 -2.540014e+00 -2.130962e+01 -5.186981e+01 -1.336125e+01 -6.769138e+01 -8.621897e+01 -1.321534e+01 
74 741 0 0 0 3.054811e+01 -5.072378e+00 2.129070e+00 -3.109337e+00 -2.327503e+01 -5.360168e+01 -1.471853e+01 -6.019213e+01 -8.977329e+01 -1.860993e+01 
75 751 0 0 0 3.138333e+01 -5.000347e+00 2.237978e+00 -3.434897e+00 -2.317944e+01 -5.564287e+01 -1.408993e+01 -6.323314e+01 -8.686290e+01 -1.445842e+01 
76 761 0 0 0 3.046984e+01 -4.659918e+00 2.255620e+00 -2.630704e+00 -2.376312e+01 -5.642424e+01 -1.328520e+01 -7.112270e+01 -8.964318e+01 -1.199435e+01 
77 771 0 0 0 3.234634e+01 -5.009632e+00 2.194536e+00 -1.325898e+00 -2.459350e+01 -5.849183e+01 -1.264894e+01 -7.319399e+01 -8.462448e+01 -7.843355e+00 
78 781 0 0 0 3.216128e+01 -4.902134e+00 2.263520e+00 -4.142031e+00 -2.685618e+01 -5.614608e+01 -1.307495e+01 -6.448980e+01 -9.464367e+01 -1.727434e+01 
79 791 0 0 0 3.162474e+01 -4.741683e+00 2.162781e+00 -5.427753e+00 -2.715130e+01 -5.658431e+01 -1.251305e+01 -6.679130e+01 -9.035973e+01 -1.531672e+01 
80 801 0 0 0 3.109900e+01 -4.812895e+00 2.276913e+00 -6.096928e+00 -2.511683e+01 -5.548188e+01 -1.187106e+01 -6.693107e+01 -8.294207e+01 -1.292815e+01 
81 811 0 0 0 3.060051e+01 -5.010773e+00 2.197657e+00 -3.866213e+00 -2.279102e+01 -5.599264e+01 -1.280577e+01 -6.557785e+01 -8.019608e+01 -1.064026e+01 
82 821 0 0 0 3.068400e+01 -4.929996e+00 2.155005e+00 -4.360011e+00 -2.465302e+01 -5.403949e+01 -1.118591e+01 -6.686173e+01 -7.902913e+01 -1.151583e+01 
83 831 0 0 0 3.086681e+01 -4.953631e+00 2.136545e+00 -5.058019e+00 -2.595402e+01 -5.457945e+01 -1.129454e+01 -6.513012e+01 -8.240922e+01 -1.470062e+01 
84 841 0 0 0 3.205716e+01 -4.891291e+00 2.181012e+00 -6.113888e+00 -2.680133e+01 -5.564995e+01 -9.862321e+00 -6.926785e+01 -8.231514e+01 -1.385730e+01 
85 851 0 0 0 3.220510e+01 -4.752721e+00 2.137689e+00 -4.172507e+00 -2.656021e+01 -5.610480e+01 -1.045344e+01 -6.834598e+01 -8.227855e+01 -1.298887e+01 
