%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=211037, 2015/08/19 21:12:35.38)
1 41 2.860340e+03 9.497101e-01 8.578787e-05 8.578787e-05 9.462340e-05 9.633031e-05 9.977400e-05 1.037467e-04 1.704290e-04 5.771580e-04 2.707910e-03 9.497101e-01 
2 81 3.242989e+03 9.519258e-01 8.640881e-05 8.640881e-05 8.987835e-05 9.434961e-05 9.683277e-05 1.011258e-04 1.702743e-04 5.539424e-04 2.785321e-03 9.519258e-01 
3 121 3.547722e+03 8.979405e-01 8.370848e-05 8.370848e-05 8.730866e-05 8.782400e-05 9.280548e-05 1.075687e-04 1.700433e-04 5.399549e-04 2.721202e-03 8.979405e-01 
4 161 4.270091e+03 9.172326e-01 7.978912e-05 7.978912e-05 8.357353e-05 8.984575e-05 9.380175e-05 1.085775e-04 1.669125e-04 5.114553e-04 2.648126e-03 9.172326e-01 
5 201 4.699604e+03 9.045812e-01 7.698354e-05 7.698354e-05 8.071368e-05 8.766199e-05 9.109423e-05 1.123862e-04 1.591337e-04 4.887363e-04 2.546855e-03 9.045812e-01 
6 241 4.730986e+03 8.699004e-01 7.357205e-05 7.357205e-05 7.972707e-05 8.376017e-05 8.698715e-05 1.105755e-04 1.573153e-04 4.688951e-04 2.434906e-03 8.699004e-01 
7 281 4.759136e+03 8.604636e-01 7.007698e-05 7.007698e-05 7.768211e-05 8.011532e-05 8.824667e-05 1.060589e-04 1.509424e-04 4.633682e-04 2.316855e-03 8.604636e-01 
8 321 4.600025e+03 8.432560e-01 6.796300e-05 6.796300e-05 7.490484e-05 7.965469e-05 8.713342e-05 1.030943e-04 1.457779e-04 4.419670e-04 2.213010e-03 8.432560e-01 
9 361 4.252554e+03 8.133338e-01 6.623652e-05 6.623652e-05 7.308281e-05 7.556614e-05 8.305492e-05 1.021331e-04 1.399148e-04 4.230396e-04 2.146805e-03 8.133338e-01 
10 401 3.748373e+03 7.880561e-01 6.441202e-05 6.441202e-05 7.180069e-05 7.439091e-05 8.059338e-05 9.976214e-05 1.354664e-04 4.152049e-04 2.062620e-03 7.880561e-01 
11 441 3.054505e+03 7.713646e-01 6.120652e-05 6.120652e-05 6.923105e-05 7.160155e-05 7.719248e-05 9.663701e-05 1.330871e-04 3.995915e-04 2.019054e-03 7.713646e-01 
12 481 3.262713e+03 7.651622e-01 5.939130e-05 5.939130e-05 6.554476e-05 6.887015e-05 7.943608e-05 9.411195e-05 1.347185e-04 3.995318e-04 2.043016e-03 7.651622e-01 
13 521 3.498311e+03 7.380507e-01 5.720081e-05 5.720081e-05 6.364364e-05 6.558022e-05 7.809449e-05 9.203222e-05 1.393681e-04 3.980990e-04 1.945845e-03 7.380507e-01 
14 561 3.353342e+03 7.098567e-01 5.643402e-05 5.643402e-05 6.149251e-05 6.265985e-05 7.996351e-05 8.738882e-05 1.333127e-04 3.795956e-04 1.892342e-03 7.098567e-01 
15 601 3.807370e+03 7.262186e-01 5.624228e-05 5.624228e-05 5.811669e-05 6.375062e-05 8.348568e-05 8.700452e-05 1.262819e-04 3.759958e-04 1.871916e-03 7.262186e-01 
16 641 3.262512e+03 7.036067e-01 5.354811e-05 5.354811e-05 5.747488e-05 6.118773e-05 8.180392e-05 8.430527e-05 1.201758e-04 3.635131e-04 1.824108e-03 7.036067e-01 
17 681 2.889923e+03 6.803966e-01 5.153277e-05 5.153277e-05 5.557688e-05 5.724189e-05 7.981832e-05 8.411314e-05 1.145479e-04 3.627748e-04 1.875565e-03 6.803966e-01 
18 721 2.878163e+03 6.831889e-01 5.140440e-05 5.140440e-05 5.381520e-05 5.436430e-05 7.645516e-05 8.547300e-05 1.111414e-04 3.562435e-04 1.887257e-03 6.831889e-01 
19 761 2.693613e+03 6.476823e-01 5.067353e-05 5.067353e-05 5.170759e-05 5.285308e-05 7.268450e-05 8.446098e-05 1.095436e-04 3.458514e-04 1.829758e-03 6.476823e-01 
20 801 2.837905e+03 6.366927e-01 4.842079e-05 4.842079e-05 5.142658e-05 5.148605e-05 7.008666e-05 8.104533e-05 1.063863e-04 3.839972e-04 1.751669e-03 6.366927e-01 
21 841 3.046511e+03 6.110603e-01 4.735585e-05 4.735585e-05 4.882870e-05 5.162419e-05 7.196809e-05 7.992763e-05 1.056085e-04 3.723207e-04 1.651804e-03 6.110603e-01 
22 881 2.805904e+03 5.738802e-01 4.643726e-05 4.643726e-05 4.716043e-05 5.033765e-05 6.950952e-05 8.152372e-05 1.046764e-04 3.747249e-04 1.597349e-03 5.738802e-01 
23 921 2.676606e+03 5.488670e-01 4.455782e-05 4.455782e-05 4.613160e-05 4.761898e-05 6.803736e-05 8.096945e-05 1.076348e-04 3.828453e-04 1.576676e-03 5.488670e-01 
24 961 2.638470e+03 5.607658e-01 4.341090e-05 4.341090e-05 4.569054e-05 4.728757e-05 6.722937e-05 8.036923e-05 1.050117e-04 3.736209e-04 1.537867e-03 5.607658e-01 
