8.7902,8.7902,8.8765,8.9503,8.8687,8.9233,8.9233,8.9503,8.9503,8.9186,8.8436,8.8876,8.9973,9.0345,8.9558,8.997,9.0345,8.9838,8.9838,8.9658,8.9658,8.95,8.975,8.9273,8.9406,8.9621,8.9621,8.963,9.0078,8.9621,8.963,8.9501,8.9075,8.9471,8.9083,8.8794,8.9514,8.8794,8.9514,8.9395,8.9506,8.9506,8.9506,8.9506,8.8844,8.9478,8.9121,8.9121,8.8821,8.8821,8.9121,8.9598,8.8802,8.8856,8.9598,8.9001,8.9371,8.9598,8.9001,8.9598,8.9001,8.9583,8.9731,8.9001,8.9214,8.9583,8.973,8.9214,8.9583,8.9696,8.9214,8.9246,8.9568,8.9214,8.9214,8.9568,8.9579,8.9568,8.9714,8.9676,8.8519,9.0108,9.0224,9.0108,8.9687,8.9258,8.9687,8.9745,9.0224,8.9745,9.0224,9.0172,9.0129,9.0487,9.0741,9.0741,9.0475,9.0475,9.0673,9.0673,8.9993,8.9697,9.1259,8.9697,8.9974,8.9697,9.0521
8.6898,8.6898,8.7434,8.8679,8.7799,8.844,8.844,8.8679,8.8679,8.8587,8.8289,8.8296,8.8797,8.8634,8.8662,8.8572,8.8634,8.8581,8.8581,8.8519,8.8519,8.8665,8.8164,8.8487,8.8057,8.8766,8.8766,8.8097,8.8627,8.8766,8.8097,8.859,8.8994,8.8895,8.8649,8.8356,8.8383,8.8356,8.8383,8.9299,8.873,8.873,8.873,8.873,8.7287,8.9002,8.8235,8.8235,8.7998,8.7998,8.8235,8.855,8.8828,8.8221,8.855,8.8149,8.8775,8.855,8.8149,8.855,8.8149,8.87,8.9083,8.8149,8.8324,8.87,8.891,8.8324,8.87,8.9277,8.8324,8.9188,8.8502,8.8324,8.8324,8.8502,8.8988,8.8502,8.9067,8.8798,8.7938,8.884,8.9651,8.884,8.9368,8.8909,8.9368,8.9929,8.9651,8.9929,8.9651,8.9207,8.945,9.0142,8.9625,8.9625,8.9702,8.9702,8.9101,8.9101,8.9283,8.8905,8.9874,8.8905,8.896,8.8905,8.9229
8.8438,8.8438,8.8532,8.9013,8.9109,8.9406,8.9406,8.9013,8.9013,8.9974,8.9725,8.8925,8.9295,8.8717,8.8718,8.9149,8.8717,8.9355,8.9355,8.9704,8.9704,8.992,8.9199,8.8282,8.8729,8.9392,8.9392,8.9507,8.9581,8.9392,8.9507,8.9051,8.8598,8.9461,8.9825,8.9309,8.9003,8.9309,8.9003,8.9779,8.9193,8.9193,8.9193,8.9193,8.85,8.8912,8.9173,8.9173,8.8691,8.8691,8.9173,8.9719,8.9564,8.8992,8.9719,8.9475,8.9217,8.9719,8.9475,8.9719,8.9475,8.9633,8.9691,8.9475,8.8884,8.9633,8.9542,8.8884,8.9633,8.9567,8.8884,8.9757,8.9333,8.8884,8.8884,8.9333,8.9695,8.9333,8.9548,8.9778,8.9345,8.9712,9.0076,8.9712,8.9703,8.9607,8.9703,9.0071,9.0076,9.0071,9.0076,9.0383,9.0354,9.0629,9.0204,9.0204,9.0032,9.0032,8.9465,8.9465,8.9795,8.9107,9.0167,8.9107,8.9311,8.9107,9.0008
8.9029,8.9029,8.9435,8.9941,8.9694,8.9894,8.9894,8.9941,8.9941,9.063,8.9852,8.987,8.9955,8.9412,9.0651,9.0051,8.9412,9.0208,9.0208,9.0262,9.0262,9.0004,9.0118,9.0141,9.0639,9.0427,9.0427,9.0388,9.0272,9.0427,9.0258,9.0419,9.0211,9.0925,9.0462,9.0792,8.981,9.0792,8.981,9.1152,9.0267,9.0267,9.0267,9.0267,9.02,9.0716,9.0426,9.0426,9.0979,9.0979,9.0426,9.0764,9.0421,9.0663,9.0764,9.1088,9.0489,9.0764,9.1088,9.0764,9.1088,9.116,9.0938,9.1088,8.9683,9.116,9.0092,8.9683,9.116,9.0664,8.9683,9.0607,9.0017,8.9683,8.9683,9.0017,9.0597,9.0017,9.0373,9.1008,9.0544,9.0549,9.1127,9.0549,9.1135,9.1383,9.1135,9.1341,9.1127,9.1341,9.1127,9.1671,9.1481,9.1855,9.1335,9.1335,9.1588,9.1588,9.1412,9.1412,9.0924,9.0437,9.1613,9.0437,9.0274,9.0437,9.1228
8.8373,8.8373,8.9758,8.9869,8.9636,9.0145,8.9134,8.9869,8.9869,9.0096,8.9842,8.9172,9.0158,8.9706,8.9235,8.938,8.9706,8.966,8.966,9.0188,9.0188,8.9544,8.9627,8.9845,8.9795,8.9873,8.9873,8.9451,8.9518,8.9873,8.969,8.9824,8.9421,9.0181,8.9474,8.9569,8.9347,8.9569,8.9347,9.0232,8.9748,8.9748,8.9748,8.9748,8.9764,8.9956,9.0224,9.0224,9.0508,9.0508,9.0224,8.9966,8.9926,9.0598,8.9966,8.9948,9.0183,8.9966,8.9948,8.9966,8.9948,8.9925,9.0338,8.9948,8.8947,8.9925,8.9699,8.8947,8.9925,8.9555,8.8947,9.0013,8.9264,8.8947,8.8947,8.9264,9.0098,8.9264,9.0022,9.0713,9.0432,9.0018,9.0516,9.0018,9.1069,9.1147,9.1069,9.0959,9.0516,9.0959,9.0516,9.1586,9.1211,9.0693,9.0588,9.0588,9.0994,9.0994,9.0361,9.0361,9.0316,9.0045,9.1524,9.0045,9.023,9.0045,9.1137
8.6557,8.6557,8.8093,8.8875,8.8199,8.8353,8.8227,8.8875,8.8875,8.8902,8.917,8.8135,8.8207,8.911,8.818,8.9082,8.911,8.8955,8.8955,8.9413,8.9413,8.9028,8.8642,8.8733,8.8205,8.9015,8.9015,8.8944,8.9159,8.9015,8.8083,8.9151,8.761,8.9528,8.9816,8.9388,8.8745,8.9388,8.8745,8.9489,8.8903,8.8903,8.8903,8.8903,8.9173,8.93,8.9001,8.9001,8.961,8.961,8.9001,8.9268,8.8433,8.977,8.9268,8.8668,9.0008,8.9268,8.8668,8.9268,8.8668,8.9131,8.9579,8.8668,8.94,8.9131,8.9288,8.94,8.9131,8.9004,8.94,8.9619,8.8964,8.94,8.94,8.8964,8.9308,8.8964,8.925,8.9889,8.991,8.8351,8.9669,8.8351,8.952,9.0556,8.952,8.9899,8.9669,8.9899,8.9669,8.9301,8.9747,9.0193,8.9237,8.9237,8.9676,8.9676,8.9358,8.9358,8.9947,8.9623,9.0437,8.9623,8.9191,8.9623,8.9801
8.7188,8.7188,8.7649,8.8331,8.8178,8.8761,8.886,8.8331,8.8331,8.8776,8.8911,8.8409,8.9036,8.9062,8.8329,8.8694,8.9062,8.8433,8.8433,8.9081,8.9081,8.8818,8.8747,8.8952,8.8829,8.9054,8.9054,8.8343,8.9322,8.9054,8.8745,8.8908,8.9024,8.9478,8.8009,8.8881,8.913,8.8881,8.913,8.9039,8.8924,8.8924,8.8924,8.8924,8.9095,8.9567,8.9387,8.9387,8.9549,8.9549,8.9387,8.9404,8.907,8.9631,8.9404,8.9319,8.9141,8.9404,8.9319,8.9404,8.9319,8.9181,8.9116,8.9319,9.0224,8.9181,8.9532,9.0224,8.9181,8.8897,9.0224,8.9665,8.8521,9.0224,9.0224,8.8521,8.8997,8.8521,8.8837,8.9625,8.9027,8.8335,8.9682,8.8335,8.9821,8.9622,8.9821,8.9797,8.9682,8.9797,8.9682,8.9276,8.9624,9.0049,8.9266,8.9266,8.9519,8.9519,8.9631,8.9631,8.924,8.8777,8.9393,8.8777,8.8972,8.8777,8.966
8.8589,8.8589,8.988,8.9707,8.9979,9.045,9.0203,8.9707,8.9707,8.9881,9.0229,8.9066,9.0211,9.0126,8.9907,8.9669,9.0126,8.9754,8.9754,9.011,9.011,8.9908,9.0038,8.8765,9.0759,9.0409,9.0409,8.9254,9.0782,9.0409,9.1201,8.9899,9.0407,9.0213,8.9539,8.9983,9.0438,8.9983,9.0438,9.0817,9.0007,9.0007,9.0007,9.0007,9.0522,9.0296,9.0312,9.0312,9.0596,9.0596,9.0312,9.0389,9.0224,9.1046,9.0389,9.0482,9.0008,9.0389,9.0482,9.0389,9.0482,9.0367,8.988,9.0482,9.07,9.0367,9.0712,9.07,9.0367,8.9737,9.07,9.0703,9,9.07,9.07,9,9.0348,9,9.0223,9.0506,9.0647,9.024,9.069,9.024,9.0656,9.0913,9.0656,9.121,9.069,9.121,9.069,9.0137,9.0521,9.0315,9.0194,9.0194,9.0806,9.0806,9.0979,9.0979,9.0749,9.0049,9.093,9.0049,9.0395,9.0049,9.1165
8.7958,8.7958,8.9386,8.9719,8.9645,8.9452,8.9073,8.9719,8.9719,8.9848,8.9613,8.973,8.9842,9.0044,8.971,9.0036,9.0044,8.9722,8.9722,9.0558,9.0558,8.9791,8.9834,8.8605,9.0739,8.9758,8.9758,8.933,9.1108,8.9758,9.1055,8.9301,9.0631,8.9747,9.1055,8.9656,9.0692,8.9656,9.0692,9.0639,8.9978,8.9978,8.9978,8.9978,9.0098,9.0505,9.0105,9.0105,9.0953,9.0953,9.0105,8.9712,8.999,9.0627,8.9712,9.0553,8.9984,8.9712,9.0553,8.9712,9.0553,8.9721,8.9843,9.0553,9.0585,8.9721,9.013,9.0585,8.9721,9.0464,9.0585,9.0424,9.0184,9.0585,9.0585,9.0184,9.017,9.0184,9.0026,9.0549,9.0708,9.0351,9.0845,9.0351,9.04,9.1042,9.04,9.1256,9.0845,9.1256,9.0845,9.0347,9.1213,9.0754,9.0311,9.0311,9.0918,9.0918,9.0564,9.0564,9.0793,9.0327,9.1404,9.0327,9.0399,9.0327,9.148
8.648,8.648,8.8438,8.9269,8.9204,8.9517,8.9429,8.9269,8.9269,8.9678,9.0236,8.9144,8.9439,9.0007,8.9243,8.9533,9.0007,8.9065,8.9065,8.986,8.986,8.9697,8.9591,8.8895,9.007,8.9584,8.9584,8.9268,9.055,8.9584,8.9724,8.9172,8.9877,8.9812,9.0807,8.902,8.9894,8.902,8.9894,8.9916,8.9578,8.9578,8.9578,8.9578,9.0543,8.9159,8.9059,8.9059,9.0428,9.0428,8.9059,8.9459,8.9069,9.0202,8.9459,8.984,8.9477,8.9459,8.984,8.9459,8.984,8.9398,8.9909,8.984,9.0299,8.9398,8.9571,9.0299,8.9398,8.9116,9.0299,8.9865,8.9553,9.0299,9.0299,8.9553,8.9697,8.9553,8.9863,9.0045,9.0768,8.9417,9.0242,8.9417,9.0021,9.1089,9.0021,9.0927,9.0242,9.0927,9.0242,8.9837,8.9954,8.9925,9.0088,9.0088,9.0367,9.0367,9.0123,9.0123,8.9986,8.9675,9.0659,8.9675,9.0173,8.9675,9.1033
