0
10.333
19.817
28.267
36.583
46.583
56.483
65.1
75.367
84.217
93.2
102.33
111.32
120.8
131.53
141.47
150.35
159.18
167.77
176.9
186.15
195.25
205.22
215.18
224.17
233.5
242.9
251.67
260.43
270.6
280.45
289.37
298.07
306.35
315.63
324.67
334.28
343.27
353.17
361.72
370.8
380.45
390.5
400.07
409.1
418.43
428.12
437.77
446.5
455.03
465.83
475.47
484.88
495.15
505.82
514.43
523.08
531.83
540.72
549.85
559.45
568.42
577.58
587.08
596.9
607.48
615.77
624.02
633.73
643.15
651.95
660.52
669.08
678.62
687.62
697.62
706.23
