9.3577,9.3577,9.3577,9.3577,9.3577,9.3577,9.3577,9.3577,9.4317,9.5347,9.5827,9.5827,9.2877,9.2877,9.2877,9.3487,9.3487,9.4857,9.4857,9.4857,9.2527,9.2527,9.2527,9.8127,9.8127,9.2527,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.6627,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.8127,9.6577,9.8127,9.4757,9.4757,9.6577,9.6627,9.4757,9.8127,9.6627,9.4757,9.2887,9.4757,9.6627,9.2887,9.2887,9.0557,9.0557
9.139,9.139,9.139,9.139,9.139,9.139,9.139,9.139,9.398,9.469,9.454,9.542,9.149,9.149,9.149,9.305,9.305,9.338,9.338,9.338,9.098,9.098,9.098,9.533,9.533,9.098,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.59,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.533,9.55,9.533,9.147,9.147,9.55,9.59,9.147,9.533,9.59,9.147,9.129,9.147,9.59,9.129,9.129,8.8472,8.8472
8.8782,8.8782,8.8782,8.8782,8.8782,8.8782,8.8782,8.8782,9.0763,8.9943,9.0043,9.1023,8.9473,8.9473,8.9473,9.1103,9.1103,8.9603,8.9603,8.9603,8.7811,8.7811,8.7811,9.1283,9.1283,8.7811,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,8.9973,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1283,9.1793,9.1283,8.7767,8.7767,9.1793,8.9973,8.7767,9.1283,8.9973,8.7767,8.6632,8.7767,8.9973,8.6632,8.6632,8.5521,8.5521
8.7668,8.7668,8.7668,8.7668,8.7668,8.7668,8.7668,8.7668,8.9619,8.8869,8.8572,9.1229,9.0479,8.7822,8.7822,9.1059,9.1059,8.9459,8.9459,8.9459,8.7101,8.7101,8.7101,9.3409,9.3409,8.7101,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,8.9659,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.3409,9.0419,9.3409,8.6876,8.6876,9.0419,8.9659,8.6876,9.3409,8.9659,8.6876,8.7588,8.6876,8.9659,8.7588,8.7588,8.5453,8.5453
8.7644,8.7644,8.7644,8.7644,8.7644,8.7644,8.7644,8.7644,9.012,9.135,8.8991,9.089,9.083,8.924,8.924,9.22,9.22,8.8838,8.8838,8.8838,8.7634,8.7634,8.7634,9.305,9.305,8.7634,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.305,8.881,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.305,9.139,9.305,8.6747,8.6747,9.139,8.881,8.6747,9.305,8.881,8.6747,8.7961,8.6747,8.881,8.7961,8.7961,8.5936,8.5936
9.0708,9.0708,9.0708,9.0708,9.0708,9.0708,9.0708,9.0708,9.0678,9.1948,8.9988,9.3078,9.2508,9.2428,9.2428,9.4088,9.4088,9.2028,9.2028,9.2028,9.0218,9.0218,9.0218,9.2098,9.2098,9.0218,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.0598,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.2098,9.4058,9.2098,8.8627,8.8627,9.4058,9.0598,8.8627,9.2098,9.0598,8.8627,8.8497,8.8627,9.0598,8.8497,8.8497,8.6397,8.6397
9.4829,9.4829,9.4829,9.4829,9.4829,9.4829,9.4829,9.4829,9.4039,9.4929,9.3949,9.7959,9.7069,9.5659,9.5659,9.8729,9.8729,9.4649,9.4649,9.4649,9.3779,9.3779,9.3779,9.4099,9.4099,9.3779,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.6729,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.4099,9.8719,9.4099,9.5039,9.5039,9.8719,9.6729,9.5039,9.4099,9.6729,9.5039,9.1909,9.5039,9.6729,9.1909,9.1909,9.0829,9.0829
9.6067,9.6067,9.6067,9.6067,9.6067,9.6067,9.6067,9.6067,9.4397,9.6007,9.5047,9.7497,9.8407,9.6437,9.6437,10.004,10.004,9.9077,9.9077,9.9077,9.5137,9.5137,9.5137,9.2457,9.2457,9.5137,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.7037,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,9.2457,10.062,9.2457,9.7617,9.7617,10.062,9.7037,9.7617,9.2457,9.7037,9.7617,9.2577,9.7617,9.7037,9.2577,9.2577,9.2737,9.2737
9.5769,9.5769,9.5769,9.5769,9.5769,9.5769,9.5769,9.5769,9.4809,9.6799,9.6069,10.039,10.094,9.7059,9.7059,10.106,10.106,9.8969,9.8969,9.8969,9.7189,9.7189,9.7189,9.5629,9.5629,9.7189,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.9519,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,9.5629,10.347,9.5629,9.8979,9.8979,10.347,9.9519,9.8979,9.5629,9.9519,9.8979,9.0669,9.8979,9.9519,9.0669,9.0669,9.4519,9.4519
10.022,10.022,10.022,10.022,10.022,10.022,10.022,10.022,9.8153,9.9543,10.181,10.386,10.542,10.01,10.01,10.473,10.473,10.206,10.206,10.206,10.024,10.024,10.024,9.5623,9.5623,10.024,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,10.439,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,9.5623,10.807,9.5623,10.275,10.275,10.807,10.439,10.275,9.5623,10.439,10.275,9.7573,10.275,10.439,9.7573,9.7573,9.8283,9.8283
