9.8016,9.9538,9.9538,9.6635,9.8016,9.9538,9.8016,9.6771,9.8378,9.6771,9.8016,9.9538,9.6635,9.8016,9.8016,10.218,9.8378,9.9538,9.8016,9.6004,9.6004,9.6004,9.6771,9.8378,9.8378,9.8378,9.6004,9.6004,9.6301,9.6301,9.6635,9.8016,9.5543,9.8378,9.9359,9.6301,9.5543,9.6047,9.6047,9.5543,9.9359,9.9359,9.6047,9.6047,9.5908,9.8378,9.5275,9.6301,9.6047,9.5275,9.6103,9.9359,9.5908,9.8378,9.6047,9.6047,9.6047,9.6047,9.5998,9.8378,9.6227,9.6047,9.6227,9.8378,9.6227,9.6138,9.8378,9.6227,9.6138,9.6138,9.6138,9.5949,9.6138,9.8316,9.8378,9.8378,9.6845,9.5857,9.9612,9.9612,9.6845,9.8316,9.6845,9.8316,9.5857,9.6845,9.725,9.5793,9.8316,9.725,10.252,9.725,9.7908,10.252,9.725,9.6673,9.6615,9.8071,9.7107,9.725,9.725,9.6615,9.9262,9.6615,9.6615,9.7107,9.6615,9.6615,9.7107,9.6373,9.6615,9.8009,9.6909,9.7482,9.8072,9.7471,9.6615,9.7482,9.7471,9.783,9.6323,9.7471,9.7471,9.7471,9.783,9.6701,9.6323,9.681,9.6701,9.941,9.681,9.7567,9.6701,9.681,9.6726,9.6701,9.941,9.6701,9.941,9.9584,9.6701,9.6726,9.6701,9.941,9.941
9.2921,9.409,9.409,9.1783,9.2921,9.409,9.2921,9.2035,9.3244,9.2035,9.2921,9.409,9.1783,9.2921,9.2921,9.433,9.3244,9.409,9.2921,9.1431,9.1431,9.1431,9.2035,9.3244,9.3244,9.3244,9.1431,9.1431,9.1289,9.1289,9.1783,9.2921,9.0737,9.3244,9.4781,9.1289,9.0737,9.1014,9.1014,9.0737,9.4781,9.4781,9.1014,9.1014,9.1458,9.3244,9.0712,9.1289,9.1014,9.0712,9.2112,9.4781,9.1458,9.3244,9.1014,9.1014,9.1014,9.1014,9.1307,9.3244,9.1756,9.1014,9.1756,9.3244,9.1756,9.1866,9.3244,9.1756,9.1866,9.1866,9.1866,9.1436,9.1866,9.2379,9.3244,9.3244,9.1925,9.1299,9.4305,9.4305,9.1925,9.2379,9.1925,9.2379,9.1299,9.1925,9.202,9.1517,9.2379,9.202,9.4476,9.202,9.2283,9.4476,9.202,9.2699,9.2405,9.3832,9.1539,9.202,9.202,9.2405,9.3243,9.2405,9.2405,9.1539,9.2405,9.2405,9.1539,9.1988,9.2405,9.3777,9.2556,9.2539,9.3199,9.2687,9.2405,9.2539,9.2687,9.3485,9.1937,9.2687,9.2687,9.2687,9.3485,9.1817,9.1937,9.2076,9.1817,9.3135,9.2076,9.3421,9.1817,9.2076,8.9674,9.1817,9.3135,9.1817,9.3135,9.1774,9.1817,8.9674,9.1817,9.3135,9.3135
9.3228,9.4538,9.4538,9.1428,9.3228,9.4538,9.3228,9.1983,9.4065,9.1983,9.3228,9.4538,9.1428,9.3228,9.3228,9.387,9.4065,9.4538,9.3228,9.1183,9.1183,9.1183,9.1983,9.4065,9.4065,9.4065,9.1183,9.1183,9.1032,9.1032,9.1428,9.3228,9.1728,9.4065,9.4498,9.1032,9.1728,9.1168,9.1168,9.1728,9.4498,9.4498,9.1168,9.1168,9.1065,9.4065,9.1123,9.1032,9.1168,9.1123,9.2131,9.4498,9.1065,9.4065,9.1168,9.1168,9.1168,9.1168,9.1577,9.4065,9.1614,9.1168,9.1614,9.4065,9.1614,9.1722,9.4065,9.1614,9.1722,9.1722,9.1722,9.1481,9.1722,9.3023,9.4065,9.4065,9.2235,9.1623,9.5055,9.5055,9.2235,9.3023,9.2235,9.3023,9.1623,9.2235,9.1905,9.1699,9.3023,9.1905,9.4278,9.1905,9.2611,9.4278,9.1905,9.2967,9.2687,9.4466,9.1362,9.1905,9.1905,9.2687,9.3311,9.2687,9.2687,9.1362,9.2687,9.2687,9.1362,9.1406,9.2687,9.4328,9.2388,9.318,9.3,9.2775,9.2687,9.318,9.2775,9.3972,9.2014,9.2775,9.2775,9.2775,9.3972,9.2047,9.2014,9.1884,9.2047,9.3251,9.1884,9.3257,9.2047,9.1884,9.0581,9.2047,9.3251,9.2047,9.3251,9.1153,9.2047,9.0581,9.2047,9.3251,9.3251
9.7603,9.624,9.624,9.4886,9.7603,9.624,9.7603,9.5837,9.91,9.5837,9.7603,9.624,9.4886,9.7603,9.7603,9.7026,9.91,9.624,9.7603,9.6409,9.6409,9.6409,9.5837,9.91,9.91,9.91,9.6409,9.6409,9.591,9.591,9.4886,9.7603,9.4953,9.91,9.9427,9.591,9.4953,9.6363,9.6363,9.4953,9.9427,9.9427,9.6363,9.6363,9.6245,9.91,9.5466,9.591,9.6363,9.5466,9.4871,9.9427,9.6245,9.91,9.6363,9.6363,9.6363,9.6363,9.4938,9.91,9.4891,9.6363,9.4891,9.91,9.4891,9.5625,9.91,9.4891,9.5625,9.5625,9.5625,9.5341,9.5625,9.5995,9.91,9.91,9.5448,9.5144,9.7188,9.7188,9.5448,9.5995,9.5448,9.5995,9.5144,9.5448,9.5955,9.5269,9.5995,9.5955,9.9187,9.5955,9.6061,9.9187,9.5955,9.615,9.5646,9.9277,9.7155,9.5955,9.5955,9.5646,9.6316,9.5646,9.5646,9.7155,9.5646,9.5646,9.7155,9.6042,9.5646,9.7072,9.595,9.8683,9.5579,9.6645,9.5646,9.8683,9.6645,9.8348,9.5075,9.6645,9.6645,9.6645,9.8348,9.5446,9.5075,9.498,9.5446,9.8293,9.5469,9.5641,9.5446,9.5469,9.5651,9.5446,9.8293,9.5446,9.8293,9.4005,9.5446,9.5651,9.5446,9.8293,9.8293
9.9326,9.6173,9.6173,9.8022,9.9326,9.6173,9.9326,9.8129,10.107,9.8129,9.9326,9.6173,9.8022,9.9326,9.9326,9.826,10.107,9.6173,9.9326,9.9984,9.9984,9.9984,9.8129,10.107,10.107,10.107,9.9984,9.9984,9.909,9.909,9.8022,9.9326,9.7994,10.107,10.239,9.909,9.7994,9.8749,9.8749,9.7994,10.239,10.239,9.8749,9.8749,9.8642,10.112,9.8205,9.909,9.8749,9.8205,9.9962,10.239,9.8642,10.107,9.8749,9.8749,9.8749,9.8749,9.6958,10.107,9.6956,9.8749,9.6956,10.107,9.6956,9.6357,10.112,9.6956,9.6357,9.6357,9.6357,9.6568,9.6357,9.8043,10.112,10.112,9.6726,9.7101,10.06,10.06,9.6726,9.8043,9.6726,9.8043,9.7101,9.6726,9.8454,9.7263,9.8043,9.8454,10.094,9.8454,9.7624,10.094,9.8454,9.9271,9.8309,10.143,9.9213,9.8454,9.8454,9.8309,9.7937,9.8309,9.8309,9.9213,9.8309,9.8309,9.9213,9.9959,9.8309,10.016,10.107,10.111,9.8823,9.8822,9.8309,10.111,9.8822,10.016,9.7429,9.8822,9.8822,9.8822,10.016,9.7409,9.7429,9.7184,9.7409,9.9345,9.8245,9.7331,9.7409,9.8245,10.005,9.7409,9.9345,9.7409,9.9345,9.5547,9.7409,10.005,9.7409,9.9345,9.9345
9.9076,9.5826,9.5826,9.9719,10.213,9.5826,9.9076,9.916,10.415,9.916,10.213,9.5826,9.9719,10.213,10.213,9.9067,10.415,9.5826,10.213,10.148,10.148,10.148,9.916,10.415,10.415,10.415,10.148,10.148,10.175,10.175,9.9719,10.213,10.116,10.415,10.382,10.175,10.116,10.178,10.178,10.116,10.382,10.382,10.178,10.178,10.232,10.337,10.059,10.175,10.178,10.059,10.072,10.382,10.232,10.415,10.178,10.178,10.178,10.178,9.8692,10.415,9.9457,10.178,9.9457,10.415,9.9457,9.9488,10.337,9.9457,9.9488,9.9488,9.9488,10.108,9.9488,10.097,10.337,10.337,9.9387,9.8623,10.304,10.304,9.9387,10.097,9.9387,10.097,9.8623,9.9387,10.03,9.9121,10.097,10.03,10.499,10.03,9.9582,10.499,10.03,10.122,10.046,10.284,10.157,10.03,10.03,10.046,10.11,10.046,10.046,10.157,10.046,10.046,10.157,10.235,10.046,10.215,10.384,10.44,10.06,10.179,10.046,10.44,10.179,10.251,9.9735,10.179,10.179,10.179,10.251,9.976,9.9735,10.056,9.976,10.166,10.105,9.9119,9.976,10.105,10.223,9.976,10.166,9.976,10.166,9.8488,9.976,10.223,9.976,10.166,10.166
10.002,9.6721,9.6721,10.029,10.345,9.6721,10.002,10.261,10.539,10.261,10.345,9.6721,10.029,10.345,10.345,9.8419,10.539,9.6721,10.345,10.058,10.058,10.058,10.261,10.539,10.539,10.539,10.058,10.058,10.027,10.027,10.029,10.345,10.228,10.539,10.497,10.027,10.228,10.412,10.412,10.228,10.497,10.497,10.412,10.412,10.209,10.582,10.389,10.027,10.412,10.389,10.12,10.497,10.209,10.539,10.412,10.412,10.412,10.412,9.9452,10.539,9.9151,10.412,9.9151,10.539,9.9151,10.007,10.582,9.9151,10.007,10.007,10.007,10.14,10.007,10.183,10.582,10.582,10.004,10.014,10.402,10.402,10.004,10.183,10.004,10.183,10.014,10.004,9.8645,9.9497,10.183,9.8645,10.217,9.8645,10.22,10.217,9.8645,10.331,10.123,10.555,10.094,9.8645,9.8645,10.123,10.137,10.123,10.123,10.094,10.123,10.123,10.094,10.545,10.123,10.478,10.643,10.366,10.225,10.409,10.123,10.366,10.409,10.349,10.217,10.409,10.409,10.409,10.349,10.105,10.217,10.36,10.105,10.124,10.174,10.071,10.105,10.174,10.424,10.105,10.124,10.105,10.124,9.7833,10.105,10.424,10.105,10.124,10.124
9.8786,9.9767,9.9767,9.885,10.271,9.9767,9.8786,9.9462,10.357,9.9462,10.271,9.9767,9.885,10.271,10.271,9.7034,10.357,9.9767,10.271,10.027,10.027,10.027,9.9462,10.357,10.357,10.357,10.027,10.027,9.9214,9.9214,9.885,10.271,10.299,10.357,10.266,9.9214,10.299,10.001,10.001,10.299,10.266,10.266,10.001,10.001,10.276,10.461,10.547,9.9214,10.001,10.547,10.188,10.266,10.276,10.357,10.001,10.001,10.001,10.001,9.9463,10.357,9.8235,10.001,9.8235,10.357,9.8235,9.8575,10.461,9.8235,9.8575,9.8575,9.8575,10.113,9.8575,10.136,10.461,10.461,10.017,9.9457,10.266,10.266,10.017,10.136,10.017,10.136,9.9457,10.017,9.8427,10.086,10.136,9.8427,10.106,9.8427,10.197,10.106,9.8427,10.329,10.212,10.532,10.06,9.8427,9.8427,10.212,10.106,10.212,10.212,10.06,10.212,10.212,10.06,10.653,10.212,10.264,10.466,10.299,10.392,10.414,10.212,10.299,10.414,10.303,10.153,10.414,10.414,10.414,10.303,10.12,10.153,10.187,10.12,9.9888,10.204,10.051,10.12,10.204,10.283,10.12,9.9888,10.12,9.9888,9.8684,10.12,10.283,10.12,9.9888,9.9888
10.05,9.9801,9.9801,10.062,10.344,9.9801,10.05,10.223,10.507,10.223,10.344,9.9801,10.062,10.344,10.344,9.6328,10.507,9.9801,10.344,9.9975,9.9975,9.9975,10.223,10.507,10.507,10.507,9.9975,9.9975,10.095,10.095,10.062,10.344,10.521,10.507,10.389,10.095,10.521,10.433,10.433,10.521,10.389,10.389,10.433,10.433,10.367,10.804,10.728,10.095,10.433,10.728,10.205,10.389,10.367,10.507,10.433,10.433,10.433,10.433,10.083,10.507,9.9677,10.433,9.9677,10.507,9.9677,9.9861,10.804,9.9677,9.9861,9.9861,9.9861,10.227,9.9861,10.302,10.804,10.804,10.072,10.241,10.613,10.613,10.072,10.302,10.072,10.302,10.241,10.072,10.012,10.084,10.302,10.012,10.203,10.012,10.294,10.203,10.012,10.623,10.398,10.726,10.233,10.012,10.012,10.398,10.362,10.398,10.398,10.233,10.398,10.398,10.233,10.778,10.398,10.595,10.555,10.682,10.674,10.966,10.398,10.682,10.966,10.564,10.433,10.966,10.966,10.966,10.661,10.231,10.433,10.262,10.231,10.077,10.341,10.438,10.231,10.341,10.226,10.231,10.077,10.231,10.077,9.9578,10.231,10.226,10.231,10.077,10.077
10.002,10.155,10.155,10.109,10.27,10.155,10.002,10.18,10.501,10.18,10.27,10.155,10.109,10.27,10.27,9.6364,10.501,10.155,10.27,10.101,10.101,10.101,10.18,10.501,10.501,10.501,10.101,10.101,9.9483,9.9483,10.109,10.27,10.302,10.501,10.233,9.9483,10.302,10.478,10.478,10.302,10.233,10.233,10.478,10.478,10.549,10.602,10.576,9.9483,10.478,10.576,10.411,10.233,10.549,10.501,10.478,10.478,10.478,10.478,10.148,10.501,10.16,10.478,10.16,10.501,10.16,10.561,10.602,10.16,10.561,10.561,10.561,9.9899,10.561,10.155,10.602,10.602,10.158,10.324,10.799,10.799,10.158,10.155,10.158,10.155,10.324,10.158,10.312,10.226,10.155,10.312,10.333,10.312,10.225,10.333,10.312,10.192,10.359,10.406,10.02,10.312,10.312,10.359,10.22,10.359,10.359,10.02,10.359,10.359,10.02,10.606,10.359,10.671,10.454,10.706,10.618,10.791,10.359,10.706,10.791,10.653,10.327,10.791,10.791,10.791,10.58,10.128,10.327,10.43,10.128,10.138,10.271,10.081,10.128,10.271,10.119,10.128,10.138,10.128,10.138,10.191,10.128,10.119,10.128,10.138,10.138
