9.4122,9.2262,9.1872,9.4122,9.2262,9.4122,9.1872,9.2262,9.2262,9.1872,9.2262,9.1872,9.1872,9.3502,9.2262,9.3112,9.2262,9.3112,9.3502,9.2262,9.2262,9.2262,9.2262,9.3962,9.3502,9.2262,9.3962,9.3502,9.3502,9.3962,9.3112,9.3962,9.3772,9.3502,9.3112,9.3072,9.3112,9.3112,9.3112,9.3962,9.3112,9.3112,9.3772,9.3962,9.3962,9.3962,9.3112,9.3112,9.3112,9.3962,9.2862,9.3112,9.2862,9.3112,9.3112,9.3112,9.2862,9.3112,9.3112,9.3112,9.3112,9.3112,9.3112,9.3152,9.3152,9.3112,9.4022,9.3112,9.3562,9.1282,9.1282,9.1282,9.1282,9.4072,9.1282,9.1282,9.2632,9.2662,9.2662,9.2632,9.1282,9.2662,9.2662,9.2092,9.2662,9.2662,9.2662,9.2662,9.2662
9.2541,9.1211,9.1601,9.2541,9.1211,9.2541,9.1601,9.1211,9.1211,9.1601,9.1211,9.1601,9.1601,9.1851,9.1211,9.2451,9.1211,9.2451,9.1851,9.1211,9.1211,9.1211,9.1211,9.3161,9.1851,9.1211,9.3161,9.1851,9.1851,9.3161,9.2451,9.3161,9.2151,9.1851,9.2451,9.2391,9.2451,9.2451,9.2451,9.3161,9.2451,9.2451,9.2151,9.3161,9.3161,9.3161,9.2451,9.2451,9.2451,9.3161,9.1581,9.2451,9.1581,9.2451,9.2451,9.2451,9.1581,9.2451,9.2451,9.2451,9.2451,9.2451,9.2451,9.2171,9.2171,9.2451,9.2511,9.2451,9.2891,9.0631,9.0631,9.0631,9.0631,9.2061,9.0631,9.0631,9.1691,9.1501,9.1501,9.1691,9.0631,9.1501,9.1501,9.0941,9.1501,9.1501,9.1501,9.1501,9.1501
9.2834,9.1534,9.1554,9.2834,9.1534,9.2834,9.1554,9.1534,9.1534,9.1554,9.1534,9.1554,9.1554,9.2424,9.1534,9.2764,9.1534,9.2764,9.2424,9.1534,9.1534,9.1534,9.1534,9.3744,9.2424,9.1534,9.3744,9.2424,9.2424,9.3744,9.2764,9.3744,9.2614,9.2424,9.2764,9.2614,9.2764,9.2764,9.2764,9.3744,9.2764,9.2764,9.2614,9.3744,9.3744,9.3744,9.2764,9.2764,9.2764,9.3744,9.2364,9.2764,9.2364,9.2764,9.2764,9.2764,9.2364,9.2764,9.2764,9.2764,9.2764,9.2764,9.2764,9.2184,9.2184,9.2764,9.2654,9.2764,9.2034,9.0974,9.0974,9.0974,9.0974,9.1164,9.0974,9.0974,9.2024,9.2104,9.2104,9.2024,9.0974,9.2104,9.2104,9.1654,9.2104,9.2104,9.2104,9.2104,9.2104
9.2357,9.1077,9.1147,9.2357,9.1077,9.2357,9.1147,9.1077,9.1077,9.1147,9.1077,9.1147,9.1147,9.2187,9.1077,9.1827,9.1077,9.1827,9.2187,9.1077,9.1077,9.1077,9.1077,9.2987,9.2187,9.1077,9.2987,9.2187,9.2187,9.2987,9.1827,9.2987,9.2507,9.2187,9.1827,9.2327,9.1827,9.1827,9.1827,9.2987,9.1827,9.1827,9.2507,9.2987,9.2987,9.2987,9.1827,9.1827,9.1827,9.2987,9.2107,9.1827,9.2107,9.1827,9.1827,9.1827,9.2107,9.1827,9.1827,9.1827,9.1827,9.1827,9.1827,9.2087,9.2087,9.1827,9.2047,9.1827,9.2257,9.0807,9.0807,9.0807,9.0807,9.1037,9.0807,9.0807,9.1667,9.1117,9.1117,9.1667,9.0807,9.1117,9.1117,9.1177,9.1117,9.1117,9.1117,9.1117,9.1117
9.1449,9.0249,9.0349,9.1449,9.0249,9.1449,9.0349,9.0249,9.0249,9.0349,9.0249,9.0349,9.0349,9.1209,9.0249,9.0849,9.0249,9.0849,9.1209,9.0249,9.0249,9.0249,9.0249,9.2099,9.1209,9.0249,9.2099,9.1209,9.1209,9.2099,9.0849,9.2099,9.1689,9.1209,9.0849,9.0489,9.0849,9.0849,9.0849,9.2099,9.0849,9.0849,9.1689,9.2099,9.2099,9.2099,9.0849,9.0849,9.0849,9.2099,9.0749,9.0849,9.0749,9.0849,9.0849,9.0849,9.0749,9.0849,9.0849,9.0849,9.0849,9.0849,9.0849,9.0459,9.0459,9.0849,9.0429,9.0849,9.1609,8.9959,8.9959,8.9959,8.9959,9.0479,8.9959,8.9959,9.0779,9.0509,9.0509,9.0779,8.9959,9.0509,9.0509,9.0059,9.0509,9.0509,9.0509,9.0509,9.0509
9.9549,9.8129,9.8339,9.9549,9.8129,9.9549,9.8339,9.8129,9.8129,9.8339,9.8129,9.8339,9.8339,10.387,9.8129,9.8879,9.8129,9.8879,10.387,9.8129,9.8129,9.8129,9.8129,9.9129,10.387,9.8129,9.9129,10.387,10.387,9.9129,9.8879,9.9129,10.571,10.387,9.8879,9.8579,9.8879,9.8879,9.8879,9.9129,9.8879,9.8879,10.571,9.9129,9.9129,9.9129,9.8879,9.8879,9.8879,9.9129,9.7969,9.8879,9.7969,9.8879,9.8879,9.8879,9.7969,9.8879,9.8879,9.8879,9.8879,9.8879,9.8879,9.7279,9.7279,9.8879,10.086,9.8879,9.8509,10.133,10.133,10.133,10.133,9.8909,10.133,10.133,10.035,10.248,10.248,10.035,10.133,10.248,10.248,10.105,10.248,10.248,10.248,10.248,10.248
10.464,10.323,10.484,10.464,10.323,10.464,10.484,10.323,10.323,10.484,10.323,10.484,10.484,11.789,10.323,10.547,10.323,10.547,11.789,10.323,10.323,10.323,10.323,10.649,11.789,10.323,10.649,11.789,11.789,10.649,10.547,10.649,12.032,11.789,10.547,10.632,10.547,10.547,10.547,10.649,10.547,10.547,12.032,10.649,10.649,10.649,10.547,10.547,10.547,10.649,10.514,10.547,10.514,10.547,10.547,10.547,10.514,10.547,10.547,10.547,10.547,10.547,10.547,10.628,10.628,10.547,11.121,10.547,10.598,11.191,11.191,11.191,11.191,10.743,11.191,11.191,10.818,11.303,11.303,10.818,11.191,11.303,11.303,11.075,11.303,11.303,11.303,11.303,11.303
10.862,10.715,10.564,10.862,10.715,10.862,10.564,10.715,10.715,10.564,10.715,10.564,10.564,12.134,10.715,10.889,10.715,10.889,12.134,10.715,10.715,10.715,10.715,10.948,12.134,10.715,10.948,12.134,12.134,10.948,10.889,10.948,12.162,12.134,10.889,10.874,10.889,10.889,10.889,10.948,10.889,10.889,12.162,10.948,10.948,10.948,10.889,10.889,10.889,10.948,11.029,10.889,11.029,10.889,10.889,10.889,11.029,10.889,10.889,10.889,10.889,10.889,10.889,11.165,11.165,10.889,11.577,10.889,11.047,11.692,11.692,11.692,11.692,11.12,11.692,11.692,11.049,11.892,11.892,11.049,11.692,11.892,11.892,11.607,11.892,11.892,11.892,11.892,11.892
11.047,10.976,10.859,11.047,10.976,11.047,10.859,10.976,10.976,10.859,10.976,10.859,10.859,12.749,10.976,11.063,10.976,11.063,12.749,10.976,10.976,10.976,10.976,11.121,12.749,10.976,11.121,12.749,12.749,11.121,11.063,11.121,12.146,12.749,11.063,11.399,11.063,11.063,11.063,11.121,11.063,11.063,12.146,11.121,11.121,11.121,11.063,11.063,11.063,11.121,11.345,11.063,11.345,11.063,11.063,11.063,11.345,11.063,11.063,11.063,11.063,11.063,11.063,11.058,11.058,11.063,11.864,11.063,11.189,11.76,11.76,11.76,11.76,11.118,11.76,11.76,11.241,12.094,12.094,11.241,11.76,12.094,12.094,12.005,12.094,12.094,12.094,12.094,12.094
9.612,9.56,9.455,9.612,9.56,9.612,9.455,9.56,9.56,9.455,9.56,9.455,9.455,10.224,9.56,9.51,9.56,9.51,10.224,9.56,9.56,9.56,9.56,9.564,10.224,9.56,9.564,10.224,10.224,9.564,9.51,9.564,9.789,10.224,9.51,9.527,9.51,9.51,9.51,9.564,9.51,9.51,9.789,9.564,9.564,9.564,9.51,9.51,9.51,9.564,9.764,9.51,9.764,9.51,9.51,9.51,9.764,9.51,9.51,9.51,9.51,9.51,9.51,9.518,9.518,9.51,9.876,9.51,9.598,9.91,9.91,9.91,9.91,9.544,9.91,9.91,9.646,10.127,10.127,9.646,9.91,10.127,10.127,9.964,10.127,10.127,10.127,10.127,10.127
